Author,Title,Q_Count,E_Count,SC_Count,C_Count,D_Count,Co_Count,Qu_Count,Pa_Count,Sent_Count,Hyphen_Count,Word_Num,Unique_Words,Word_Length_Av,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
Herman Melville,White Jacket,0,9,9,1,2,79,10,0,29,19,672,365,5.838805970149254,32,5,92,0,2,88,49,1,0,0,6,106,42,26,1,1,9,17,17,36,0,0,7,16,4,17,17,14,21,9,18,8,1,0,5
Herman Melville,White Jacket,0,2,9,2,7,65,9,2,31,11,684,357,5.811728395061729,33,2,80,5,0,90,45,2,1,0,5,102,42,14,2,2,1,42,22,32,0,1,14,19,0,30,35,18,11,11,2,3,2,0,4
Herman Melville,White Jacket,0,4,20,1,3,54,1,0,32,12,698,364,5.836309523809524,31,4,84,1,0,86,42,4,0,0,7,133,20,6,0,0,2,55,27,27,0,0,9,20,1,13,63,13,24,6,1,2,3,0,5
Herman Melville,White Jacket,1,2,16,0,4,64,5,0,28,19,705,386,5.983098591549296,30,13,77,2,0,96,57,1,1,0,10,101,28,34,1,2,0,42,21,26,2,0,5,16,1,22,46,19,15,0,3,4,5,0,1
Herman Melville,White Jacket,0,0,8,1,4,66,4,0,25,21,710,385,6.008426966292135,36,8,93,0,0,99,61,2,3,0,9,109,44,20,1,2,1,21,15,36,1,1,2,20,0,31,10,13,20,8,17,2,1,0,2
Herman Melville,White Jacket,1,0,9,1,4,66,3,0,26,15,697,369,5.9676470588235295,22,4,90,2,0,110,50,1,1,0,10,118,29,28,0,1,6,33,18,32,0,1,2,16,0,30,20,11,27,13,8,2,5,1,1
Herman Melville,White Jacket,2,7,20,0,8,46,4,1,27,25,713,384,5.848484848484849,28,4,105,2,0,100,46,1,0,0,6,114,54,12,0,1,3,19,19,34,0,0,6,19,0,20,14,21,24,17,16,3,1,0,4
Herman Melville,White Jacket,3,0,14,2,0,62,10,1,25,23,695,379,5.708333333333333,32,1,93,0,0,106,55,1,4,0,23,107,70,20,0,0,5,10,17,21,3,0,4,14,0,33,5,19,20,9,4,1,1,0,3
Herman Melville,White Jacket,1,10,12,0,7,56,18,0,37,27,685,376,5.672413793103448,24,13,82,4,0,83,63,3,0,0,8,90,52,20,0,0,3,32,12,32,0,0,6,12,0,24,29,15,27,14,7,2,2,1,3
Herman Melville,White Jacket,4,13,10,0,4,79,32,0,48,24,634,347,5.660256410256411,31,10,86,1,0,67,40,3,0,0,8,98,49,17,0,1,5,36,10,29,0,0,8,7,1,22,36,14,11,9,13,1,4,0,1
Herman Melville,White Jacket,1,6,11,0,5,69,0,0,29,19,704,376,5.580174927113703,34,3,82,0,0,100,59,0,0,0,4,88,60,17,0,2,3,44,20,32,1,0,6,18,1,35,13,15,9,17,12,6,2,0,4
Herman Melville,White Jacket,5,10,15,0,4,55,19,0,41,12,670,335,5.323529411764706,32,4,64,2,0,78,35,2,0,0,17,91,15,36,0,0,0,75,17,32,1,0,2,16,0,35,41,17,16,9,15,0,5,0,3
Herman Melville,White Jacket,0,3,24,1,6,48,3,1,23,8,696,336,5.598726114649682,38,9,74,2,0,111,50,1,2,0,9,99,28,14,1,2,3,55,29,26,1,0,4,15,1,35,22,8,9,16,13,7,1,0,8
Herman Melville,White Jacket,0,0,9,0,3,52,1,3,27,16,719,340,5.723472668810289,30,19,95,3,0,107,44,1,2,0,9,111,35,11,0,0,3,29,15,34,0,0,6,15,0,22,22,14,31,16,13,4,3,0,8
Herman Melville,White Jacket,4,2,8,1,8,48,3,0,32,17,716,379,5.775568181818182,31,12,83,3,0,103,52,1,1,0,11,97,56,19,0,4,1,32,14,31,0,0,5,21,0,27,18,16,20,18,13,2,6,0,2
Herman Melville,White Jacket,1,1,14,0,5,52,4,0,28,17,707,375,5.782608695652174,35,8,96,0,0,87,51,1,1,0,5,102,55,10,2,3,4,26,13,30,0,2,6,21,1,31,8,14,23,23,25,5,3,0,4
Herman Melville,White Jacket,3,0,10,3,4,64,0,0,27,26,717,352,6.030581039755352,23,3,101,0,0,105,59,0,2,0,7,110,38,14,0,1,2,33,16,42,3,3,7,16,0,25,14,8,13,20,16,5,2,0,4
Herman Melville,White Jacket,3,4,6,1,13,45,14,0,30,24,705,395,6.185082872928176,18,6,110,0,1,93,60,0,3,0,11,95,45,29,1,1,4,17,9,38,3,4,6,19,0,28,22,16,22,8,11,3,2,0,1
Herman Melville,White Jacket,0,3,0,2,2,55,5,1,90,25,641,392,6.057377049180328,12,3,82,2,0,90,44,1,2,0,3,74,31,135,1,0,4,11,6,19,0,1,5,21,0,25,28,9,22,3,4,0,3,0,2
Herman Melville,White Jacket,0,9,8,0,8,61,7,0,32,17,697,368,6.042979942693409,30,10,99,1,0,106,51,0,1,0,4,114,55,37,0,3,2,6,13,22,0,0,1,15,0,13,49,8,26,4,1,2,4,1,4
Herman Melville,White Jacket,4,8,3,1,13,51,5,0,42,23,701,373,5.818443804034582,35,2,99,2,0,83,57,5,0,0,5,91,41,43,0,1,5,27,12,35,0,1,6,16,1,20,26,12,24,13,16,3,3,0,0
Herman Melville,White Jacket,0,7,16,2,7,60,5,0,35,18,699,393,5.752747252747253,28,1,98,1,0,88,52,1,5,0,2,104,52,22,0,0,1,25,19,47,0,1,1,12,0,20,2,15,15,23,29,3,4,0,3
Herman Melville,White Jacket,0,1,11,0,0,79,3,0,25,11,683,372,6.008571428571429,31,4,104,1,2,92,47,2,4,0,2,85,61,63,0,0,6,18,12,31,0,0,4,17,1,10,30,17,15,9,8,5,3,0,0
Herman Melville,White Jacket,1,3,1,2,1,69,8,0,36,12,688,397,5.798365122615804,31,2,83,2,1,90,50,2,4,0,7,113,38,23,1,1,5,27,19,34,0,0,7,17,0,22,37,12,21,6,12,8,4,0,2
Herman Melville,White Jacket,1,5,7,1,4,74,3,0,33,15,692,387,5.816155988857939,35,8,94,3,0,91,45,1,1,0,5,104,36,17,0,1,1,24,15,50,2,2,4,13,0,16,45,19,28,0,9,2,5,0,1
Herman Melville,White Jacket,3,8,4,0,0,59,11,0,41,22,698,378,5.64756446991404,29,2,103,0,0,94,42,0,1,0,4,119,35,35,1,1,5,21,16,29,1,0,5,19,0,18,49,20,14,3,5,4,4,0,2
Herman Melville,White Jacket,0,12,11,0,5,49,12,1,42,20,695,330,5.526143790849673,31,6,110,2,0,90,45,1,1,0,3,110,32,25,0,2,2,23,11,31,2,1,6,21,0,18,58,11,22,3,2,5,1,1,0
Herman Melville,White Jacket,2,3,13,1,1,53,1,0,31,12,712,368,5.5044510385756675,33,6,81,1,0,106,42,1,2,0,8,99,29,13,1,4,1,51,23,30,1,0,3,30,0,35,38,16,17,13,8,3,3,0,2
Herman Melville,White Jacket,0,1,7,0,3,72,1,0,24,3,689,361,6.04179104477612,26,3,88,0,0,103,49,1,5,0,6,109,33,49,0,1,7,24,24,34,1,1,2,19,0,14,27,13,24,6,15,6,2,0,3
Herman Melville,White Jacket,4,0,2,0,4,72,0,0,31,5,695,369,6.104046242774566,33,6,88,3,0,106,64,1,1,0,11,110,30,22,0,1,1,21,11,42,2,0,2,18,0,24,18,10,22,10,22,5,5,0,3
Herman Melville,White Jacket,2,1,13,0,3,64,1,2,28,9,698,377,6.118980169971671,28,12,94,2,1,106,58,3,0,0,6,92,52,27,0,5,1,14,9,38,1,0,1,18,0,21,12,22,27,18,12,0,3,0,4
Herman Melville,White Jacket,0,1,6,0,4,65,2,0,30,14,699,392,6.205479452054795,14,5,97,3,0,117,52,1,2,0,2,117,42,27,0,2,4,27,12,26,0,0,1,17,0,12,50,31,20,1,2,4,1,2,2
Herman Melville,White Jacket,0,1,6,3,3,58,8,0,32,12,694,387,5.946927374301676,32,3,88,0,0,90,53,1,3,0,11,89,44,9,1,1,3,47,28,25,0,0,5,21,0,30,47,26,19,6,1,1,1,0,2
Herman Melville,White Jacket,4,15,10,0,10,67,22,0,44,8,646,359,5.803680981595092,24,4,71,2,0,87,45,1,3,0,6,89,32,22,0,2,0,50,14,42,0,0,3,20,1,30,35,15,15,6,6,3,4,0,8
Herman Melville,White Jacket,0,0,13,1,8,69,4,1,18,33,698,395,5.902702702702703,32,6,88,2,1,110,63,3,0,0,8,105,56,35,0,0,13,21,8,23,2,0,3,13,0,16,8,13,21,18,10,1,0,0,8
Herman Melville,White Jacket,0,0,3,0,2,72,0,0,23,18,714,393,6.082417582417582,39,9,85,1,0,107,69,2,4,0,7,96,70,16,0,4,4,25,19,21,0,2,2,15,0,22,22,12,18,8,13,4,2,0,3
Herman Melville,White Jacket,0,0,2,0,4,62,0,0,23,13,717,400,6.180371352785146,39,1,74,4,0,112,66,1,1,0,9,90,49,22,2,2,2,43,20,26,0,2,3,16,0,19,51,14,22,4,1,5,4,1,3
Herman Melville,White Jacket,0,1,5,0,2,65,0,0,22,8,714,382,5.98314606741573,26,2,96,1,0,119,61,1,2,0,5,116,40,13,0,3,2,31,24,25,0,1,2,18,0,22,35,18,20,9,5,4,5,0,2
Herman Melville,White Jacket,5,6,10,0,7,84,18,0,31,16,649,377,5.959537572254336,21,6,88,1,0,80,48,2,0,0,2,102,20,33,0,0,3,27,13,39,0,2,5,13,0,18,23,23,31,7,22,4,6,0,5
Herman Melville,White Jacket,1,3,8,1,7,65,10,0,26,13,684,368,5.918840579710145,29,6,95,1,1,95,45,0,4,0,7,110,32,30,0,2,3,36,12,26,1,1,4,17,2,21,19,16,22,11,19,6,5,0,2
Herman Melville,White Jacket,1,1,12,0,8,67,7,0,21,14,696,379,5.850282485875706,24,5,86,1,0,94,63,1,2,0,5,99,44,18,0,3,2,31,21,25,0,1,4,25,0,21,38,16,25,7,12,4,3,1,3
Herman Melville,White Jacket,2,7,6,0,2,67,12,0,45,13,670,352,5.803125,31,5,99,0,0,79,40,4,0,0,1,104,35,22,0,0,5,34,25,32,0,0,8,16,1,8,61,18,25,8,3,1,1,0,2
Herman Melville,White Jacket,2,5,7,1,6,54,15,0,34,7,678,350,6.103448275862069,25,6,104,3,0,111,50,2,2,0,12,96,29,25,0,0,4,37,9,35,0,4,0,13,0,27,15,9,19,16,14,4,5,0,4
Herman Melville,White Jacket,0,0,2,1,0,68,3,2,22,11,713,341,6.243670886075949,19,8,93,2,0,127,56,4,0,0,4,96,42,32,1,1,0,23,14,39,5,1,3,19,0,14,16,18,30,10,18,3,2,0,0
Herman Melville,White Jacket,4,1,8,1,1,57,2,0,29,6,704,343,6.306962025316456,22,5,111,4,0,104,52,0,1,0,8,107,38,30,0,1,2,29,11,30,1,1,1,25,0,26,7,10,20,11,27,5,9,1,3
Herman Melville,White Jacket,2,0,7,0,2,63,4,2,24,8,704,337,6.041269841269841,30,7,96,1,0,111,50,0,2,0,16,110,34,26,0,0,1,32,14,32,0,0,0,16,1,26,8,12,23,7,28,7,4,1,2
Herman Melville,White Jacket,2,0,12,0,3,60,7,0,22,7,701,341,6.241269841269841,27,3,91,0,0,101,51,0,3,0,14,107,32,25,0,1,1,44,23,25,0,0,3,24,0,34,7,14,15,17,23,4,4,1,1
Herman Melville,White Jacket,3,0,8,1,5,66,0,0,19,7,696,340,6.19811320754717,27,2,77,0,0,100,68,0,3,0,13,89,43,36,0,1,6,30,15,29,5,1,0,21,0,21,32,13,28,4,14,7,7,0,9
Herman Melville,White Jacket,1,0,6,0,1,53,1,0,29,4,714,330,6.249190938511327,23,1,109,1,0,118,43,0,2,0,11,116,39,28,1,1,1,23,10,35,0,0,1,26,0,26,10,15,26,7,26,4,5,0,3
Herman Melville,White Jacket,0,1,9,0,3,63,3,0,32,20,713,376,5.747126436781609,27,8,78,2,1,104,45,1,0,0,11,84,55,25,3,1,0,32,26,40,0,0,3,22,0,21,32,15,24,11,11,4,1,0,3
Herman Melville,White Jacket,6,7,9,0,4,62,7,0,33,19,692,377,6.096590909090909,33,5,94,4,0,97,48,1,0,0,5,105,35,53,1,0,6,23,15,31,0,0,6,11,0,16,47,11,19,4,5,1,3,2,2
Herman Melville,White Jacket,1,3,8,0,8,76,10,0,31,17,682,375,6.4,33,3,88,0,0,79,48,0,2,0,11,87,36,49,2,1,1,25,15,36,0,1,1,25,0,34,30,11,17,12,7,4,2,1,3
Herman Melville,White Jacket,4,0,10,0,2,52,4,3,27,11,709,372,6.037790697674419,27,5,93,1,1,113,45,1,1,0,16,86,41,50,2,1,3,27,14,23,0,2,0,18,0,27,19,10,28,11,16,3,4,1,10
Herman Melville,White Jacket,2,0,11,0,10,78,3,0,19,17,688,387,5.85595567867036,30,6,89,2,1,95,60,3,3,0,6,94,39,57,0,3,9,15,19,30,0,0,3,17,0,12,19,11,19,14,12,5,7,0,1
Herman Melville,White Jacket,0,5,14,0,5,66,10,0,26,18,677,377,5.855907780979827,28,5,90,1,0,86,44,2,0,0,3,108,25,41,0,0,8,40,21,38,0,0,3,19,0,16,48,13,14,6,5,5,2,0,6
Herman Melville,White Jacket,0,2,8,0,7,65,3,0,21,16,700,379,6.214899713467049,27,1,100,2,0,106,48,1,4,0,5,105,31,36,0,2,8,20,22,39,0,0,5,13,0,19,27,23,20,10,10,4,7,1,1
Herman Melville,White Jacket,2,0,9,0,8,59,1,0,21,13,707,383,6.293296089385475,31,4,86,3,0,105,59,1,6,0,12,87,53,22,1,5,6,22,16,45,3,1,5,21,0,27,16,14,22,7,12,3,4,0,4
Herman Melville,White Jacket,0,1,10,1,4,76,20,0,16,13,665,397,6.201612903225806,32,3,72,2,0,103,67,2,0,0,6,81,48,62,1,0,8,17,17,27,1,1,6,8,0,16,27,18,11,11,5,7,5,1,0
Herman Melville,White Jacket,0,0,7,1,3,67,2,0,21,18,713,387,5.872222222222222,32,13,80,0,0,99,60,0,4,0,10,99,51,15,1,1,4,36,19,32,1,1,1,19,0,23,38,18,21,6,6,2,3,1,3
Herman Melville,White Jacket,0,3,11,0,7,72,1,0,18,16,699,354,6.033132530120482,26,4,72,2,0,111,48,2,2,0,8,106,36,22,0,1,5,37,18,53,0,1,7,12,1,21,38,17,19,4,9,2,2,0,5
Herman Melville,White Jacket,0,0,11,0,4,71,1,0,16,10,706,360,5.732142857142857,31,4,87,1,0,104,53,1,4,0,9,106,27,6,0,1,1,43,16,49,2,0,3,24,0,32,19,14,14,12,16,7,3,0,8
Herman Melville,White Jacket,0,0,5,1,2,59,1,0,18,14,721,384,5.966197183098592,25,3,78,1,0,109,43,1,2,0,14,96,34,33,1,2,6,51,17,36,3,1,4,23,0,33,34,16,21,1,17,5,1,0,4
Herman Melville,White Jacket,1,0,7,1,5,73,1,1,21,14,700,365,6.15406976744186,29,6,100,1,0,100,46,2,1,0,6,112,49,3,0,0,6,20,12,39,1,1,5,24,0,28,8,25,25,12,25,3,3,1,1
Herman Melville,White Jacket,0,0,4,0,10,78,1,2,23,14,684,379,6.129213483146067,28,11,96,0,0,83,47,2,0,0,4,117,35,22,2,0,7,33,19,29,1,0,3,25,0,18,15,15,27,5,29,2,3,0,2
Herman Melville,White Jacket,0,0,10,1,3,74,1,0,22,18,707,352,6.018575851393189,24,8,112,3,0,94,38,0,2,0,5,109,34,15,0,3,4,36,12,30,1,1,9,25,0,21,10,18,23,9,36,4,1,0,2
Herman Melville,White Jacket,1,4,10,0,3,73,30,1,36,24,667,304,5.812274368231047,18,4,90,2,0,74,27,0,2,0,1,97,34,29,1,0,3,32,19,32,1,0,16,20,0,21,56,17,21,7,3,0,6,0,3
Herman Melville,White Jacket,0,0,11,0,2,61,3,0,21,21,720,343,6.23125,29,10,103,0,1,104,63,1,1,0,6,101,51,11,0,3,6,33,13,26,1,4,5,14,0,16,42,16,29,1,3,1,6,0,3
Herman Melville,White Jacket,0,0,13,0,10,75,0,0,22,16,699,376,6.225714285714286,34,4,70,3,0,94,65,0,2,0,7,98,42,17,0,2,1,37,26,39,0,5,0,12,0,20,38,11,22,7,7,11,2,0,5
Herman Melville,White Jacket,3,0,9,0,2,82,3,0,23,15,693,385,6.461538461538462,37,4,64,0,0,98,66,1,1,0,9,92,36,17,1,1,3,50,17,41,1,1,0,14,0,17,43,14,22,6,8,3,6,0,8
Herman Melville,White Jacket,0,0,6,0,6,61,1,0,16,13,718,362,6.173529411764706,33,3,89,0,0,101,47,0,3,0,17,106,37,29,1,1,5,35,21,44,0,1,4,19,0,30,31,12,29,3,0,2,3,0,4
Herman Melville,White Jacket,1,7,9,1,5,78,19,0,35,21,672,378,5.53958944281525,26,6,82,0,0,81,48,2,2,0,8,99,23,40,0,1,0,52,18,32,1,1,6,8,0,13,36,10,20,17,5,2,4,0,4
Herman Melville,White Jacket,0,1,9,1,5,75,14,1,25,19,681,358,5.6656441717791415,27,10,99,2,0,97,56,2,1,0,7,96,39,48,2,2,2,14,19,37,1,0,1,11,0,20,9,9,15,11,17,5,3,0,3
Herman Melville,White Jacket,5,7,9,0,9,65,17,0,45,19,676,343,5.6380952380952385,18,17,91,1,0,91,42,1,2,0,5,96,36,34,0,4,1,27,17,32,0,0,7,21,1,24,23,16,10,14,9,1,4,0,4
Herman Melville,White Jacket,2,1,8,0,4,56,3,0,29,20,706,378,5.904899135446686,24,7,106,2,0,118,45,3,1,0,4,117,43,30,1,2,10,22,16,33,0,1,6,13,0,9,30,17,20,7,9,2,1,0,2
Herman Melville,White Jacket,9,8,17,0,7,70,33,0,46,10,620,324,5.743243243243243,21,10,79,1,1,64,51,0,3,0,6,98,29,24,0,0,5,43,20,39,0,0,1,7,0,18,30,25,9,15,8,1,7,1,2
Herman Melville,White Jacket,9,3,8,0,8,60,2,0,32,6,690,350,6.084905660377358,29,6,73,0,0,87,58,1,1,0,15,85,31,14,0,2,3,56,13,58,2,3,5,19,2,29,43,17,19,4,3,2,3,1,5
Herman Melville,White Jacket,15,15,9,0,3,68,53,0,56,15,611,295,5.4,14,7,57,0,1,65,63,0,0,0,7,85,30,26,1,0,6,50,13,38,0,0,2,10,2,35,27,9,11,18,3,0,3,0,12
Herman Melville,White Jacket,0,1,1,0,9,64,0,0,27,19,704,354,6.173913043478261,23,2,94,3,0,119,54,2,2,0,5,96,37,44,2,3,11,37,20,38,1,0,2,17,0,14,19,11,17,6,14,1,2,0,4
Herman Melville,White Jacket,0,0,5,1,8,69,2,0,23,16,709,373,5.979827089337176,18,12,95,1,0,113,48,3,0,0,6,97,56,44,1,1,1,21,12,35,1,0,4,18,0,18,21,11,21,15,10,6,2,0,0
Herman Melville,White Jacket,11,0,7,0,5,57,1,0,33,14,708,367,5.994152046783626,27,5,83,1,0,100,46,5,2,0,14,98,44,15,0,2,2,29,18,47,2,1,2,22,0,27,23,12,17,9,16,6,8,1,13
Herman Melville,White Jacket,1,7,16,2,4,67,2,0,25,12,691,399,5.7936507936507935,36,6,83,1,3,117,53,2,0,0,4,74,57,103,4,8,3,15,8,26,1,0,1,5,0,14,16,7,12,11,6,6,1,0,1
Herman Melville,White Jacket,1,6,13,0,10,75,6,0,22,27,688,397,5.8743169398907105,30,9,83,0,1,106,58,1,1,0,7,102,26,80,1,3,8,21,17,20,0,0,4,12,0,11,19,13,16,7,9,2,3,0,3
Herman Melville,White Jacket,6,9,5,1,5,73,25,0,42,7,637,347,5.90625,24,2,64,1,0,69,42,2,1,0,8,98,20,59,0,1,5,38,30,39,2,0,1,18,3,18,32,15,10,15,12,1,7,0,3
Herman Melville,White Jacket,0,3,7,1,5,68,6,0,20,9,690,356,6.352409638554217,24,5,105,0,0,108,48,1,4,0,11,117,26,29,1,1,5,26,13,47,0,1,0,17,0,22,21,6,24,5,13,5,3,1,2
Herman Melville,White Jacket,1,0,3,1,5,58,4,1,17,11,715,374,6.253561253561253,26,9,82,0,0,119,63,1,8,0,15,88,52,19,0,1,3,28,16,40,0,2,2,20,0,30,8,14,20,13,17,2,8,0,4
Herman Melville,White Jacket,0,6,5,0,2,56,4,1,35,19,709,361,6.201807228915663,18,6,91,3,0,108,64,1,0,0,10,89,46,35,0,1,3,33,15,28,1,1,1,26,0,23,14,15,26,16,13,3,2,0,2
Herman Melville,White Jacket,3,1,8,0,4,76,7,0,27,13,690,366,5.854103343465046,27,3,88,1,1,83,45,3,1,0,14,102,31,19,0,1,6,46,15,47,1,0,8,18,1,28,21,22,15,16,7,2,2,0,4
Herman Melville,White Jacket,3,12,6,1,10,70,25,0,45,18,638,350,5.53015873015873,29,5,65,2,0,65,34,2,0,0,9,99,23,45,1,1,8,48,24,35,0,0,6,17,0,28,41,9,17,14,5,4,0,0,2
Herman Melville,White Jacket,0,0,10,0,4,65,5,0,22,18,705,384,6.08659217877095,25,5,83,2,0,111,68,1,0,0,6,91,47,22,0,1,5,26,15,46,3,0,3,23,0,21,26,14,24,10,6,4,1,0,4
Herman Melville,White Jacket,0,3,7,0,3,80,1,0,28,14,694,379,5.777777777777778,27,4,59,2,0,101,60,0,4,0,9,88,50,27,0,0,2,34,32,50,4,0,2,11,1,26,23,10,17,14,13,2,4,1,5
