Author,Title,Q_Count,E_Count,SC_Count,C_Count,D_Count,Co_Count,Qu_Count,Pa_Count,Sent_Count,Hyphen_Count,Word_Num,Unique_Words,Word_Length_Av,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
Herman Melville,White Jacket,19,42,128,0,60,739,110,2,361,235,8711,2560,6.465703971119134,330,80,1053,18,0,1208,662,16,16,0,105,1308,410,310,2,10,66,552,238,418,16,3,62,177,6,261,461,183,240,118,102,47,28,1,57
Herman Melville,White Jacket,34,89,108,5,69,775,142,5,410,178,8517,2649,6.677281553398058,342,52,1026,16,1,1084,651,19,8,0,108,1196,518,437,8,21,70,418,259,410,7,7,51,194,7,290,378,184,267,163,107,44,49,1,47
Herman Melville,White Jacket,26,48,101,9,56,788,129,7,364,157,8572,2531,6.686385737439222,307,68,1140,26,1,1238,606,21,26,0,108,1212,529,388,11,17,59,389,186,421,10,4,38,208,4,297,272,151,262,154,192,41,60,2,55
Herman Melville,Mardi : and A Voyage Thither,23,23,170,29,22,753,55,5,425,64,8505,2649,6.5416988416988415,375,66,987,19,0,1170,625,24,25,0,96,1280,446,300,6,9,44,466,238,526,19,11,35,241,3,304,409,178,232,116,126,52,44,2,45
Herman Melville,Mardi : and A Voyage Thither,25,42,174,14,19,783,35,2,466,85,8504,2702,6.4334213504337985,372,83,1040,23,0,1201,662,36,27,0,69,1427,377,249,8,9,37,430,234,539,24,11,42,187,3,225,413,236,202,96,121,33,39,2,40
Herman Melville,Mardi : and A Voyage Thither,18,12,190,14,41,876,25,4,383,87,8463,2606,6.60641627543036,405,63,1092,16,0,1171,573,30,16,0,80,1386,461,281,5,8,44,365,217,523,10,3,45,187,4,203,561,258,248,56,30,44,35,1,36
Herman Melville,Mardi : and A Voyage Thither,15,8,187,20,22,821,8,1,355,82,8563,2689,6.829738933030647,386,41,968,18,1,1236,654,26,22,0,99,1219,428,355,4,14,53,451,265,544,22,16,44,213,2,262,473,230,259,69,64,60,40,3,42
Herman Melville,Mardi : and A Voyage Thither,13,10,172,22,10,736,15,0,419,66,8636,2608,6.625097732603597,347,57,1072,15,2,1280,631,23,20,0,81,1366,411,222,4,10,28,495,275,481,22,6,35,201,3,236,547,270,224,63,76,50,37,6,29
Herman Melville,Mardi : and A Voyage Thither,45,35,190,35,16,758,19,1,450,38,8525,2350,6.412967798085291,376,34,980,13,0,1261,583,19,15,0,49,1289,454,280,5,14,17,482,334,501,26,2,44,204,8,206,566,248,235,85,54,41,39,5,56
Herman Melville,Mardi : and A Voyage Thither,31,27,143,26,15,779,56,1,478,72,8508,2772,6.670479704797048,387,47,962,15,0,1203,694,27,18,0,51,1310,546,332,6,5,24,414,266,426,17,6,34,209,2,236,488,249,232,72,72,35,37,11,48
Herman Melville,Mardi : and A Voyage Thither,36,29,210,27,20,864,126,7,452,72,8249,2722,6.508449117536613,347,42,966,20,0,1136,648,20,17,0,67,1254,532,441,0,9,41,380,248,405,16,12,31,173,6,215,467,201,249,102,77,44,40,5,36
Herman Melville,Mardi : and A Voyage Thither,46,28,261,31,23,779,42,2,403,77,8443,2761,6.676905995558846,377,49,1063,8,1,1201,699,20,19,0,78,1326,484,415,1,9,44,315,220,443,15,8,29,196,9,249,399,224,248,98,86,46,32,5,34
Herman Melville,Mardi : and A Voyage Thither,40,71,231,34,38,877,128,1,465,96,8211,2785,6.432819383259912,355,47,911,10,0,1093,709,13,10,0,55,1209,592,475,5,15,37,351,248,426,12,6,39,173,19,200,413,216,189,110,117,36,44,1,44
Herman Melville,Mardi : and A Voyage Thither,39,39,231,27,27,850,120,2,410,73,8299,2650,6.535439137134053,354,46,982,7,0,1151,638,20,20,0,53,1228,491,421,2,5,30,404,245,440,12,9,36,179,9,227,472,226,213,136,104,32,43,4,46
Herman Melville,Mardi : and A Voyage Thither,43,42,252,32,20,898,260,1,428,47,7997,2398,6.587457337883959,335,51,807,14,3,1070,595,20,17,0,87,1059,463,441,1,6,34,513,236,448,7,4,31,195,16,253,502,218,209,146,109,35,56,2,37
Herman Melville,Mardi : and A Voyage Thither,52,49,230,25,20,877,247,2,459,61,8076,2416,6.5195080576759965,331,54,897,24,0,1092,579,22,16,0,76,1104,508,407,10,8,21,479,225,428,22,4,31,187,6,251,420,192,224,171,117,42,54,7,45
Herman Melville,Mardi : and A Voyage Thither,32,55,191,52,47,929,297,16,513,145,7890,2724,6.3981968444778365,403,45,844,15,0,997,617,30,11,0,77,1098,505,599,7,13,44,433,249,369,15,4,56,140,9,238,290,143,142,190,147,41,30,3,29
Herman Melville,Mardi : and A Voyage Thither,54,39,198,36,40,952,254,2,466,54,7942,2598,6.624606918238993,341,54,818,20,1,1002,624,20,22,0,92,1079,516,478,25,5,34,419,240,438,12,8,28,150,7,234,427,176,197,179,123,57,72,8,51
Herman Melville,Mardi : and A Voyage Thither,94,141,161,36,56,926,382,0,643,79,7677,2375,6.309523809523809,360,32,722,12,1,843,531,19,23,0,95,1038,551,527,7,11,32,450,287,484,11,5,28,176,21,292,313,134,173,228,135,29,49,3,46
Herman Melville,Mardi : and A Voyage Thither,49,62,207,19,45,896,192,0,436,65,8150,2557,6.698920431827269,301,53,898,17,0,1096,670,16,23,0,83,1075,562,353,9,12,27,454,248,466,12,9,38,211,7,245,389,206,202,186,127,51,66,5,22
Herman Melville,Mardi : and A Voyage Thither,68,69,188,36,68,964,313,2,481,86,7823,2563,6.333999200958849,306,36,734,10,2,960,591,21,15,0,116,1118,495,599,4,8,54,442,312,432,10,3,31,136,12,273,381,167,163,171,129,26,46,6,41
Herman Melville,Mardi : and A Voyage Thither,46,131,204,44,70,839,250,0,552,80,7968,2638,6.45800933125972,356,38,817,19,0,1007,691,14,12,0,119,1146,493,462,5,11,37,400,279,453,10,9,34,137,8,272,355,181,170,172,147,34,33,2,37
Herman Melville,Mardi : and A Voyage Thither,53,135,245,52,81,851,248,0,600,101,7886,2557,6.2851421706047255,390,42,757,11,1,919,618,28,15,0,128,1082,691,389,5,14,38,402,260,457,14,2,46,115,14,291,263,144,193,221,217,32,35,1,27
Herman Melville,Mardi : and A Voyage Thither,51,177,276,56,93,918,244,0,599,91,7711,2764,6.351851851851852,358,35,742,8,0,905,637,25,21,0,60,1154,602,497,5,18,57,396,225,429,8,4,28,141,19,207,362,163,161,185,140,35,45,4,57
Herman Melville,Mardi : and A Voyage Thither,59,87,288,63,159,857,179,7,566,97,7857,2540,6.298748486071861,400,41,690,15,1,848,611,22,22,0,102,1036,557,509,2,21,41,520,300,434,8,3,38,159,17,289,325,144,151,224,175,24,54,1,44
Herman Melville,Mardi : and A Voyage Thither,75,226,221,80,204,851,222,10,662,87,7680,2369,6.006521739130434,374,47,700,8,2,866,585,31,22,0,91,1143,479,512,8,12,33,495,262,413,12,4,49,138,25,317,256,120,129,236,186,33,41,6,38
Herman Melville,Mardi : and A Voyage Thither,53,127,289,62,91,805,276,0,633,70,7745,2307,6.151757899421451,383,41,655,20,2,869,637,21,15,0,100,1115,576,356,7,18,61,456,256,479,18,4,26,111,16,255,419,129,165,239,181,45,38,2,53
Herman Melville,Typee,12,24,75,12,0,668,16,2,289,71,9005,2622,6.794611479890667,349,89,1101,22,1,1360,676,10,14,0,113,1344,511,178,2,13,19,467,255,520,8,10,44,220,6,277,404,223,320,116,102,57,40,10,48
Herman Melville,Typee,6,10,55,5,0,658,44,0,251,39,8981,2292,6.840909090909091,326,59,1042,13,0,1370,597,15,23,0,131,1323,388,89,1,19,26,712,268,515,16,4,48,265,2,315,625,227,264,65,32,125,30,7,31
Herman Melville,Typee,27,9,79,9,0,694,98,2,294,42,8841,2344,6.881429816913688,329,74,1012,10,0,1384,628,32,21,0,88,1236,404,112,2,10,8,702,281,488,13,6,31,252,5,278,620,237,223,74,51,98,42,5,30
Herman Melville,Typee,15,26,78,4,0,733,57,4,299,110,8924,2579,6.907546424338206,328,58,1102,10,0,1429,727,16,22,0,89,1369,499,139,0,15,16,486,255,414,8,19,28,217,3,230,523,272,288,66,26,79,28,3,38
Herman Melville,Typee,0,31,62,2,0,730,39,2,301,79,8954,2386,6.816195372750642,326,64,1085,12,4,1380,568,13,23,0,104,1372,423,159,0,18,6,593,273,467,7,12,40,238,3,276,534,241,278,67,102,94,31,3,34
Herman Melville,Typee,9,11,63,4,0,735,34,5,287,62,8914,2504,7.09349593495935,328,51,1101,15,1,1327,658,12,14,0,84,1322,436,162,0,14,18,581,279,493,6,19,28,249,0,239,646,204,312,57,32,82,34,4,48
Herman Melville,Typee,3,5,61,9,0,715,21,3,286,102,8998,2518,6.8617064294379295,328,80,1175,14,2,1408,739,15,10,0,77,1328,540,174,2,13,13,442,197,459,19,10,41,212,0,207,448,248,333,108,87,84,41,5,36
Herman Melville,Typee,3,7,69,5,0,702,31,7,297,104,8997,2498,6.898899306971056,330,60,1150,18,1,1383,772,24,25,0,76,1276,549,229,1,19,17,431,175,495,11,14,31,237,2,239,495,177,316,81,92,64,54,5,22
Herman Melville,Typee,4,13,78,12,0,656,26,3,312,86,9001,2610,6.862874951305026,327,85,1150,32,0,1397,713,15,17,0,85,1320,528,121,4,14,18,475,239,487,18,14,38,209,3,224,448,234,308,126,113,70,30,2,37
Herman Melville,Typee,17,19,69,4,0,726,33,10,309,75,8871,2353,6.851932262266609,323,61,1074,8,1,1271,586,9,16,0,107,1262,416,210,5,11,15,622,260,499,11,10,24,268,4,290,596,189,335,84,62,97,51,2,50
Herman Melville,Typee,5,9,66,7,0,775,62,2,309,61,8788,2145,6.6413924654268,356,62,1051,14,1,1248,529,15,11,0,95,1140,390,296,1,24,22,645,230,551,15,7,55,271,4,281,720,223,257,52,33,58,57,3,38
Herman Melville,Pierre : or The Ambiguities,24,53,169,5,85,711,111,1,347,105,8571,2628,6.716010907674328,420,57,953,11,0,1125,840,12,32,0,109,1300,401,405,8,14,37,402,223,589,17,19,26,186,10,259,356,115,182,140,139,60,30,14,48
Herman Melville,Pierre : or The Ambiguities,66,60,221,5,104,791,97,1,423,98,8288,2461,6.390977443609023,407,64,854,17,1,1010,816,28,44,0,110,1217,476,556,2,21,70,370,233,492,11,10,38,153,17,290,336,133,141,148,139,31,41,8,45
Herman Melville,Pierre : or The Ambiguities,49,61,196,8,134,853,108,4,405,63,8227,2304,6.847216035634744,405,47,715,13,3,988,745,19,31,0,130,1140,260,343,7,21,44,628,259,739,17,13,27,209,22,334,357,169,171,157,116,45,44,1,32
Herman Melville,Pierre : or The Ambiguities,30,55,231,8,118,911,95,0,327,79,8301,2224,6.619091751621872,442,38,831,16,2,947,798,22,37,0,122,1323,249,286,1,18,36,469,271,726,14,6,23,175,19,301,398,109,191,124,122,66,39,8,54
Herman Melville,Pierre : or The Ambiguities,39,29,209,10,80,854,62,1,309,67,8423,2297,6.945958016971862,465,41,796,20,0,1016,740,22,37,0,117,1263,277,271,1,25,60,568,310,768,24,5,28,190,19,297,403,154,165,132,101,60,29,4,57
Herman Melville,Pierre : or The Ambiguities,37,26,205,9,90,762,128,2,338,95,8398,2468,6.907545605306799,418,51,813,11,1,1088,802,23,39,0,108,1289,342,340,0,18,58,496,275,632,22,15,19,194,4,277,359,138,190,129,139,49,26,4,43
Herman Melville,Pierre : or The Ambiguities,22,15,246,6,86,684,67,0,368,88,8555,2035,6.647652700656234,542,53,930,19,0,1012,693,26,16,0,125,1121,336,161,1,16,34,765,168,741,21,4,23,231,7,313,542,155,178,126,62,32,36,3,35
Herman Melville,Pierre : or The Ambiguities,33,18,183,7,80,729,54,4,291,75,8625,2334,7.120070113935145,443,38,827,10,1,1151,755,29,40,0,87,1248,294,304,1,16,43,576,275,711,22,12,21,242,12,288,488,140,208,105,86,61,40,6,51
Herman Melville,Pierre : or The Ambiguities,65,52,178,9,109,751,116,0,388,48,8395,2295,6.756611385029135,466,37,707,11,0,1022,728,16,40,0,120,1240,295,412,0,16,38,541,306,670,12,23,31,223,16,363,384,150,186,121,117,63,28,3,33
Herman Melville,Pierre : or The Ambiguities,68,113,182,9,106,770,144,4,469,66,8255,2320,6.803452855245684,403,42,760,15,1,926,765,18,48,0,131,1301,204,385,2,16,45,551,282,654,20,15,27,244,14,361,355,142,163,107,141,63,38,2,34
Herman Melville,Pierre : or The Ambiguities,43,67,160,16,117,762,89,13,392,92,8414,2410,6.733589087809037,399,61,919,23,1,1047,770,19,29,0,141,1245,321,379,0,18,43,455,205,639,18,10,17,218,19,341,293,120,193,127,205,57,28,3,47
Herman Melville,Pierre : or The Ambiguities,31,37,169,7,69,740,136,7,311,103,8564,2550,7.063504823151125,395,37,1006,19,3,1131,854,27,42,0,118,1232,380,282,2,24,26,396,192,716,14,20,14,233,8,309,297,136,201,148,111,59,38,4,31
Herman Melville,Pierre : or The Ambiguities,41,43,116,25,134,765,153,3,365,113,8439,2692,6.978260869565218,388,59,948,12,1,1085,798,20,27,0,109,1189,396,401,3,12,25,456,222,577,14,16,33,197,14,271,429,173,207,116,67,44,27,4,38
Herman Melville,Pierre : or The Ambiguities,29,49,186,13,83,748,72,10,307,100,8591,2627,6.9723520249221185,427,67,1010,20,0,1131,890,18,29,0,92,1261,472,288,3,9,35,339,209,644,14,4,28,210,11,290,282,115,246,122,143,44,39,9,45
Herman Melville,Pierre : or The Ambiguities,17,57,197,10,90,682,45,6,322,94,8628,2550,6.853306613226453,448,50,971,16,0,1135,736,14,37,0,132,1387,282,389,1,20,50,443,259,589,9,9,29,207,6,295,369,153,229,101,135,42,30,7,52
Herman Melville,Pierre : or The Ambiguities,57,83,215,14,146,819,88,1,429,98,8339,2301,6.570089285714285,423,51,847,15,1,1009,749,23,37,0,151,1207,309,369,2,14,19,543,266,657,22,15,28,170,27,339,261,132,145,137,188,44,26,2,38
Herman Melville,Pierre : or The Ambiguities,51,109,204,22,162,804,211,1,491,41,7988,2182,6.78635717669351,345,60,703,20,0,930,636,25,29,0,141,1146,227,473,0,11,42,560,265,672,17,16,33,184,16,329,432,177,189,135,113,40,37,2,29
Herman Melville,Pierre : or The Ambiguities,14,36,169,17,107,736,59,4,311,96,8590,2774,6.999263894000736,420,54,995,14,0,1184,893,21,30,0,76,1270,407,295,4,20,42,379,209,634,25,26,32,196,6,227,457,188,229,54,77,60,21,6,23
Herman Melville,The Confidence-Man,64,22,111,21,46,1037,251,0,364,118,8154,2511,6.632292522596549,307,50,878,14,1,1103,636,38,24,0,93,1349,342,260,4,12,33,498,178,581,20,2,40,169,23,253,347,199,192,142,131,39,59,11,49
Herman Melville,The Confidence-Man,85,20,94,14,79,970,260,5,438,80,8082,2187,6.716165413533835,285,71,841,26,2,1081,614,31,14,0,157,1290,236,211,5,8,25,597,193,588,27,5,34,200,20,352,280,165,179,173,173,52,57,5,47
Herman Melville,The Confidence-Man,68,9,98,13,68,983,211,7,370,66,8205,2314,6.733451799200355,312,54,866,16,1,1133,710,26,22,0,166,1221,291,230,0,18,28,586,172,613,20,6,28,197,12,364,325,161,180,191,108,46,44,2,37
Herman Melville,The Confidence-Man,93,47,102,26,89,1017,247,8,450,104,8034,2349,6.575797291393622,310,59,871,14,1,1059,632,21,15,0,160,1305,276,206,1,11,22,524,179,566,12,4,30,178,15,350,302,173,169,182,172,33,49,5,51
Herman Melville,The Confidence-Man,140,89,91,14,108,922,445,4,664,124,7727,1998,6.252346193952033,253,78,741,21,5,853,547,28,14,0,128,1174,212,288,1,4,26,728,226,524,12,4,41,172,38,364,293,144,119,287,139,24,60,3,54
Herman Melville,The Confidence-Man,106,40,89,20,97,1044,300,9,465,128,7977,2284,6.58810274898603,254,36,813,12,3,1010,671,25,12,0,117,1294,331,270,2,9,22,559,205,604,21,3,34,176,52,316,197,151,155,242,160,22,49,1,39
Herman Melville,The Confidence-Man,62,11,115,18,66,935,213,2,382,109,8232,2478,6.627231216272312,325,75,928,18,1,1122,657,21,22,0,148,1292,302,340,33,3,48,518,191,502,19,3,23,198,11,347,223,177,163,153,199,37,68,11,34
Herman Melville,The Confidence-Man,75,23,93,21,61,939,285,3,423,63,8112,2293,6.673991031390135,281,45,864,18,0,1108,613,25,20,0,124,1288,310,266,9,9,38,564,199,532,20,7,24,188,20,350,286,161,148,199,195,58,65,7,40
Herman Melville,The Confidence-Man,87,21,91,17,75,990,281,2,390,70,8101,2233,6.789764868603043,278,59,823,9,0,1089,649,14,19,0,163,1308,209,234,6,17,20,617,193,575,18,2,46,203,19,348,253,160,154,226,181,24,77,6,54
Herman Melville,The Confidence-Man,59,15,70,16,25,984,208,6,361,67,8248,1996,6.515527950310559,297,58,856,10,1,1112,544,21,14,0,168,1278,222,451,0,12,52,599,219,545,23,2,43,239,12,392,302,172,160,156,148,42,64,2,49
Herman Melville,The Confidence-Man,81,17,115,16,59,1077,263,2,347,65,8077,2054,6.553706505295008,305,30,887,12,0,1077,501,23,22,0,153,1298,239,355,1,11,27,579,190,557,8,3,51,215,17,377,294,173,129,222,109,45,71,1,48
Herman Melville,Moby-Dick,51,25,81,4,0,723,95,6,385,78,8727,2450,6.425094418799832,395,63,1071,33,3,1163,723,18,20,0,118,1312,353,214,4,22,32,638,155,511,12,9,65,179,7,322,421,206,160,151,155,30,50,1,51
Herman Melville,Moby-Dick,23,44,136,4,0,745,76,1,380,75,8655,2633,6.508949416342412,388,40,984,25,1,1124,671,13,23,0,80,1354,412,349,4,26,43,538,217,526,17,7,55,189,12,266,370,230,159,139,221,41,54,6,54
Herman Melville,Moby-Dick,30,29,186,3,0,720,68,1,341,77,8688,2508,6.506329113924051,404,57,911,28,0,1169,665,22,14,0,82,1246,416,332,6,17,43,599,270,517,21,6,62,220,6,257,522,234,191,92,120,33,49,2,46
Herman Melville,Moby-Dick,71,61,172,7,0,810,210,1,424,84,8322,2160,6.460105112279026,384,58,832,21,2,942,630,16,33,0,106,1169,265,425,3,13,45,654,174,612,9,5,51,202,12,348,458,204,181,178,122,30,75,0,49
Herman Melville,Moby-Dick,66,74,176,4,0,843,164,1,417,77,8385,2401,6.537800687285223,389,54,928,16,0,1056,656,21,23,0,109,1227,402,371,3,24,35,493,171,558,17,12,51,185,19,314,396,192,192,143,136,46,61,3,43
Herman Melville,Moby-Dick,41,33,186,7,0,779,84,10,405,86,8513,2508,6.627515400410678,338,54,1063,31,2,1142,747,19,29,0,84,1237,398,441,7,28,35,475,169,508,14,13,30,178,10,271,330,153,203,133,213,44,49,2,45
Herman Melville,Moby-Dick,12,26,164,12,0,776,57,22,337,158,8662,2672,6.7024856596558315,349,59,1036,27,1,1242,787,22,31,0,100,1284,444,397,6,11,46,425,202,551,13,5,34,176,4,248,266,176,201,132,206,37,41,0,33
Herman Melville,Moby-Dick,46,244,188,5,0,795,68,30,609,77,8284,2650,6.447697111631538,339,56,832,25,3,972,718,41,20,0,89,1292,456,459,2,24,48,474,216,542,12,11,33,190,17,304,279,135,192,191,166,36,43,5,42
Herman Melville,Moby-Dick,34,24,145,18,0,732,34,6,266,75,8826,2685,6.803585049580473,360,85,1101,25,0,1300,827,22,36,0,104,1303,497,349,7,23,32,389,177,492,17,9,35,178,1,223,306,156,227,129,177,89,37,9,59
Herman Melville,Moby-Dick,23,73,144,7,0,719,94,6,366,81,8612,2475,6.69106699751861,364,65,1046,25,0,1179,744,20,14,0,101,1334,463,287,0,20,61,380,240,625,19,8,53,180,7,258,415,221,213,96,99,23,35,3,37
Herman Melville,Moby-Dick,20,39,172,11,0,747,97,7,319,124,8667,2582,6.617401668653159,372,79,1039,22,2,1225,690,24,27,0,96,1249,487,302,2,22,43,432,220,581,16,5,45,184,5,269,381,220,209,127,115,36,31,5,49
Herman Melville,Moby-Dick,29,30,137,6,0,722,116,8,340,95,8651,2565,6.6324,356,97,1154,28,1,1299,751,13,24,0,102,1294,452,350,8,15,51,382,171,472,13,6,50,179,2,263,300,178,203,142,143,48,37,1,39
Herman Melville,Moby-Dick,34,59,154,8,0,773,143,8,350,107,8573,2412,6.464102564102564,346,88,1017,14,35,1160,671,38,20,0,104,1362,380,187,3,17,29,415,199,593,10,13,44,208,5,350,265,246,217,164,183,44,28,2,52
Herman Melville,Moby-Dick,41,49,142,4,0,736,75,5,367,107,8608,2493,6.687577383408997,374,65,1115,18,2,1159,744,39,26,0,94,1377,402,301,1,15,72,396,169,514,13,3,44,193,5,261,336,191,243,115,213,49,36,5,52
Herman Melville,Moby-Dick,54,27,146,5,0,740,96,2,342,74,8589,2349,6.6290956749672345,327,90,1146,19,0,1199,731,34,21,0,131,1306,326,279,2,20,76,474,139,576,11,13,38,180,8,321,221,195,194,187,226,58,37,3,49
Herman Melville,Moby-Dick,35,55,130,5,0,733,67,6,359,95,8679,2571,6.646589549262067,340,79,1120,18,1,1193,749,18,23,0,112,1366,400,354,4,16,67,366,213,536,15,8,37,196,9,271,300,193,230,118,202,39,39,3,44
Herman Melville,Moby-Dick,14,28,145,9,0,730,16,3,309,66,8799,2599,6.689803921568627,361,82,1107,11,0,1371,715,23,19,0,100,1305,498,225,2,11,28,402,191,576,17,10,42,171,7,234,265,251,258,158,198,52,29,1,58
Herman Melville,Moby-Dick,54,28,152,3,0,766,91,10,361,134,8606,2582,6.625398089171974,393,59,1089,15,2,1153,676,19,16,0,103,1268,406,380,3,21,64,401,186,547,8,10,46,208,12,267,353,178,224,128,188,53,61,3,43
Herman Melville,Moby-Dick,24,94,190,8,0,841,78,9,412,108,8412,2596,6.4281188118811885,414,58,1038,26,4,1125,663,12,15,0,69,1384,429,263,3,16,58,507,174,515,8,7,50,156,10,236,257,182,191,159,285,44,28,1,51
Herman Melville,Moby-Dick,31,32,159,6,0,816,69,13,343,106,8634,2636,6.597038191738114,373,91,1038,16,1,1170,774,22,30,0,92,1163,517,449,17,28,50,436,178,505,17,7,35,171,17,240,319,153,204,185,139,48,29,7,49
Herman Melville,Moby-Dick,49,88,235,19,0,853,69,21,393,135,8389,2557,6.534136546184739,399,66,944,21,1,1043,715,28,20,0,100,1363,388,272,6,18,51,462,185,557,17,6,46,173,20,312,388,187,179,123,159,43,33,7,42
Herman Melville,Moby-Dick,60,112,219,18,0,786,147,4,449,124,8331,2433,6.286077020736352,378,68,948,18,1,986,713,20,32,0,99,1434,407,312,0,24,72,404,184,541,9,7,39,137,31,286,333,181,203,172,153,45,36,4,47
Herman Melville,Moby-Dick,68,118,210,6,0,754,158,4,510,110,8274,2329,6.354581673306773,358,75,943,24,2,965,642,14,24,0,112,1371,334,330,1,15,82,440,184,617,13,5,44,169,21,324,400,188,209,136,142,32,40,5,46
Herman Melville,Moby-Dick,36,172,222,5,0,786,111,2,432,107,8415,2444,6.416036943744753,386,82,1002,22,2,1050,711,29,10,0,64,1431,372,292,0,25,85,361,217,564,13,2,58,172,14,235,422,240,214,85,131,44,23,4,44
Herman Melville,Omoo : Adventures in the South Seas,9,19,106,9,34,777,57,1,362,56,8621,2390,6.50816852966466,374,65,1123,20,0,1249,574,20,16,0,80,1407,380,245,0,18,34,481,215,506,21,5,54,185,3,232,635,219,233,54,51,47,51,1,37
Herman Melville,Omoo : Adventures in the South Seas,10,13,104,9,22,771,54,2,374,72,8652,2477,6.575920562681009,354,67,1126,19,0,1259,594,27,31,0,71,1290,454,250,3,12,33,448,180,513,11,11,64,248,4,248,553,223,263,71,97,37,42,1,43
Herman Melville,Omoo : Adventures in the South Seas,14,17,155,9,51,875,95,1,367,74,8405,2444,6.5854682906341875,383,73,1080,17,1,1162,563,19,16,0,81,1274,373,327,2,14,42,416,169,518,17,6,65,220,3,251,559,216,260,91,74,34,49,1,38
Herman Melville,Omoo : Adventures in the South Seas,15,43,161,21,68,813,117,8,400,66,8336,2224,6.571031929662193,337,57,1069,19,0,1123,489,24,11,0,74,1262,335,263,1,16,54,569,179,527,10,2,74,213,3,252,631,282,250,81,43,34,50,3,38
Herman Melville,Omoo : Adventures in the South Seas,5,18,140,14,50,764,65,18,372,63,8551,2543,6.698105602579605,339,60,1079,23,1,1238,665,24,20,0,76,1250,464,291,10,13,25,479,166,498,12,10,35,231,7,239,513,206,260,88,99,39,46,2,26
