Author,Title,Q_Count,E_Count,SC_Count,C_Count,D_Count,Co_Count,Qu_Count,Pa_Count,Sent_Count,Hyphen_Count,Word_Num,Unique_Words,Word_Length_Av,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
Herman Melville,White Jacket,3,1,15,1,7,109,6,0,45,21,1020,506,5.945263157894737,50,5,115,0,0,145,84,1,1,0,16,149,65,28,1,0,9,63,36,58,2,2,11,22,0,26,51,27,20,4,11,7,2,0,5
Herman Melville,White Jacket,1,0,23,1,4,93,4,0,38,30,1057,534,6.23,40,7,124,2,0,135,107,1,0,0,6,124,64,46,1,3,10,53,25,59,2,2,3,31,0,28,64,32,43,5,10,6,2,0,3
Herman Melville,White Jacket,5,0,21,0,6,132,5,0,40,49,1044,542,6.0077669902912625,53,7,120,1,0,129,92,4,4,0,12,156,79,16,0,3,2,36,29,47,1,1,5,24,0,36,33,20,28,20,16,2,14,1,3
Herman Melville,White Jacket,4,0,20,0,4,91,1,2,40,20,1062,524,6.115853658536586,36,6,118,3,0,149,80,2,2,0,17,141,54,33,1,4,1,75,23,71,2,0,6,28,0,34,70,26,21,4,11,8,8,1,6
Herman Melville,White Jacket,5,8,11,1,6,84,18,0,55,24,1046,523,6.088477366255144,39,2,129,0,0,125,81,2,4,0,18,139,55,34,1,2,1,64,34,46,4,3,12,27,3,42,56,17,34,10,13,11,6,0,6
Herman Melville,White Jacket,0,3,13,1,0,106,11,1,42,26,1034,530,6.042857142857143,47,9,139,0,2,147,89,3,0,0,5,164,69,41,0,3,9,30,25,36,0,1,8,23,2,22,56,20,41,7,10,5,5,1,3
Herman Melville,White Jacket,0,10,13,2,9,104,11,2,48,23,1025,494,5.866812227074236,47,2,124,5,1,135,64,3,1,0,9,157,62,25,3,2,6,48,30,57,0,1,20,26,3,39,37,28,24,17,14,7,2,0,8
Herman Melville,White Jacket,0,6,28,1,5,88,5,0,49,22,1043,506,5.932203389830509,48,9,118,1,0,130,67,5,1,0,11,181,31,25,0,1,2,79,36,41,2,0,13,27,2,24,92,22,32,6,2,3,5,0,6
Herman Melville,White Jacket,1,0,16,1,6,96,5,0,35,30,1070,548,6.081712062256809,49,16,136,2,0,151,93,2,3,0,15,162,61,35,2,3,1,39,27,48,1,1,3,29,0,42,27,23,27,8,19,5,4,0,2
Herman Melville,White Jacket,3,6,18,1,6,90,6,0,43,24,1049,525,5.971717171717172,37,6,139,3,0,156,66,2,1,0,13,175,49,38,0,1,6,45,28,48,0,1,4,29,0,43,30,23,39,21,19,4,6,1,3
Herman Melville,White Jacket,3,1,25,2,6,84,11,2,34,39,1056,529,5.90138067061144,45,3,149,1,0,160,85,1,4,0,26,164,104,22,0,1,8,17,26,39,3,0,8,20,0,40,9,28,32,18,9,2,1,0,5
Herman Melville,White Jacket,4,22,17,0,9,89,44,0,69,32,977,492,5.610021786492375,38,20,121,5,0,111,82,6,0,0,11,127,71,26,0,0,4,53,20,48,0,0,11,13,1,38,54,23,31,17,14,2,5,1,4
Herman Melville,White Jacket,2,7,16,0,7,115,6,0,44,38,1046,534,5.816532258064516,51,6,129,0,0,139,80,0,0,0,9,149,90,28,0,3,7,59,22,45,1,0,9,24,1,43,25,21,15,23,18,7,3,0,4
Herman Melville,White Jacket,5,11,33,1,6,79,22,0,47,17,1017,463,5.473317865429235,52,9,103,2,0,140,62,2,1,0,21,138,28,48,1,0,3,102,28,40,2,0,3,21,0,52,43,22,20,19,26,5,5,0,9
Herman Melville,White Jacket,0,2,15,0,7,76,2,4,43,19,1068,468,5.807339449541284,48,23,130,5,0,156,67,2,3,0,14,163,50,13,0,2,3,57,33,52,0,0,9,25,1,40,42,17,36,22,15,6,4,0,10
Herman Melville,White Jacket,4,2,15,1,11,76,4,0,45,26,1066,515,5.872950819672131,52,17,121,3,0,144,79,2,1,0,14,143,87,22,0,5,4,45,23,49,0,1,7,33,0,43,24,22,35,31,24,4,6,0,4
Herman Melville,White Jacket,4,1,17,3,6,88,3,0,40,34,1074,496,6.060475161987041,37,6,159,0,0,151,83,0,3,0,9,166,62,21,2,3,3,46,20,54,3,4,11,25,1,40,16,16,21,30,30,8,5,0,6
Herman Melville,White Jacket,3,5,6,1,14,70,16,0,52,36,1058,548,6.259765625,23,6,161,2,1,147,85,1,3,0,12,140,65,75,1,1,5,23,13,54,3,5,10,28,0,37,41,23,36,10,13,3,5,0,3
Herman Melville,White Jacket,0,11,8,2,9,91,10,1,99,30,985,533,6.053254437869822,37,13,130,1,0,142,70,0,3,0,6,143,66,126,1,3,5,11,15,25,0,0,2,27,0,29,58,10,34,5,3,2,4,1,4
Herman Melville,White Jacket,4,14,11,1,17,83,9,0,59,30,1045,521,5.834016393442623,48,3,152,2,0,128,83,5,1,0,6,139,75,58,0,1,6,32,23,58,0,1,6,20,1,26,28,17,33,24,32,4,5,0,1
Herman Melville,White Jacket,0,2,19,2,3,107,4,0,42,22,1038,545,6.069902912621359,46,4,149,2,2,134,74,3,7,0,3,141,79,70,0,0,6,38,20,55,0,1,5,25,1,22,30,27,21,24,21,7,5,0,2
Herman Melville,White Jacket,1,3,3,3,5,110,9,0,47,20,1036,559,5.9602272727272725,49,6,130,2,1,140,76,2,5,0,11,161,62,29,1,2,5,38,24,52,0,2,10,24,0,31,60,23,36,6,13,9,8,0,2
Herman Melville,White Jacket,4,13,9,0,0,92,13,0,63,29,1042,508,5.788135593220339,46,6,150,3,0,135,61,1,1,0,5,175,47,46,1,1,6,34,26,61,3,0,6,25,0,25,71,28,27,3,13,5,5,0,3
Herman Melville,White Jacket,0,13,18,1,5,73,13,1,54,28,1057,451,5.589073634204276,49,9,152,2,0,143,60,1,1,0,7,160,47,28,0,3,3,50,27,46,2,1,9,40,0,41,82,21,31,4,2,6,1,1,1
Herman Melville,White Jacket,2,3,13,0,4,101,1,0,42,7,1039,508,5.997894736842105,42,6,127,1,0,156,76,2,7,0,10,157,47,58,1,4,7,48,31,50,2,1,2,30,0,26,41,19,32,18,23,8,5,0,4
Herman Melville,White Jacket,4,0,11,0,6,104,1,2,40,8,1044,505,6.3222453222453225,45,16,134,5,1,161,95,2,1,0,13,146,55,41,0,5,1,26,13,59,3,0,2,29,0,32,18,27,37,22,28,5,7,0,5
Herman Melville,White Jacket,2,2,10,0,5,97,2,0,48,20,1048,541,6.192534381139489,30,7,145,3,0,168,79,3,2,0,6,173,68,36,0,3,5,36,19,47,0,0,2,24,0,25,62,36,32,7,8,4,2,2,4
Herman Melville,White Jacket,2,8,8,3,7,93,20,0,54,15,1015,513,5.979166666666667,46,4,125,1,0,128,81,1,5,0,15,134,60,20,1,2,3,68,35,46,0,0,6,31,0,46,57,35,28,11,7,3,3,0,6
Herman Melville,White Jacket,2,8,21,1,14,101,14,1,39,38,1023,544,5.994094488188976,42,9,122,3,1,159,80,4,1,0,10,149,72,46,0,1,13,50,15,44,2,0,5,23,1,30,33,19,27,19,10,2,2,0,12
Herman Melville,White Jacket,0,0,4,0,2,107,0,0,33,24,1072,548,6.294797687861272,56,9,122,4,0,164,108,2,4,0,13,137,97,23,0,5,5,43,27,39,0,2,4,23,0,33,43,20,31,11,14,5,5,1,5
Herman Melville,White Jacket,0,1,6,0,6,92,0,0,35,15,1073,531,6.087649402390438,48,3,133,2,0,174,88,2,3,0,8,166,62,28,2,4,3,56,36,33,0,3,3,26,0,29,65,24,29,10,5,8,6,0,3
Herman Melville,White Jacket,6,7,12,0,10,126,24,0,44,27,986,510,6.01890756302521,38,9,129,1,1,124,68,2,2,0,4,156,34,54,0,1,4,40,20,54,0,2,6,24,2,30,34,32,40,14,30,5,8,0,7
Herman Melville,White Jacket,1,3,18,1,12,90,11,0,32,16,1043,502,6.0063157894736845,36,8,140,2,0,145,88,1,4,0,10,155,62,27,0,4,4,54,26,36,1,2,7,31,0,30,46,23,38,11,23,9,6,1,3
Herman Melville,White Jacket,4,11,11,1,4,95,19,0,66,15,1003,476,5.890410958904109,44,7,143,2,0,129,62,6,0,0,9,142,49,37,0,0,6,60,29,48,0,1,8,22,1,26,71,23,36,19,10,2,5,0,4
Herman Melville,White Jacket,0,1,4,1,4,94,10,2,34,16,1058,466,6.4050343249427915,31,12,153,3,0,188,84,4,2,0,8,154,57,42,1,1,3,34,19,58,5,4,3,26,0,23,21,22,38,15,25,6,3,0,2
Herman Melville,White Jacket,4,1,12,1,1,84,2,2,40,12,1066,469,6.3744292237442925,36,8,164,4,0,165,79,0,2,0,17,165,58,40,0,1,2,46,19,43,1,1,1,33,1,38,12,16,26,15,40,9,10,2,3
Herman Melville,White Jacket,4,0,15,0,5,96,11,0,34,9,1043,468,6.257403189066059,43,7,134,1,0,151,73,0,4,0,21,159,46,41,0,1,2,59,29,45,0,0,3,32,0,48,10,20,32,20,38,7,7,1,3
Herman Melville,White Jacket,3,0,9,1,5,91,1,0,31,8,1059,464,6.507972665148063,37,2,131,1,0,161,96,0,4,0,19,151,67,43,0,1,6,38,22,44,5,1,1,34,0,34,39,22,44,8,21,9,9,0,12
Herman Melville,White Jacket,1,1,14,0,4,91,3,0,48,23,1064,498,5.91044776119403,40,9,133,2,1,161,60,1,1,0,16,137,70,47,4,2,1,47,29,60,0,0,3,35,0,34,35,21,34,14,30,6,4,0,3
Herman Melville,White Jacket,6,7,12,0,7,104,7,0,46,31,1043,543,6.4375,55,5,140,4,0,142,76,1,2,0,7,153,52,76,2,1,7,33,24,49,0,1,7,19,0,25,70,17,29,5,6,2,5,2,5
Herman Melville,White Jacket,5,3,15,0,7,86,15,3,44,16,1040,506,6.120430107526881,38,8,135,1,1,147,66,1,1,0,25,124,60,76,3,1,3,42,20,41,0,2,0,35,0,52,26,15,35,22,22,6,4,2,10
Herman Melville,White Jacket,2,3,18,0,12,111,9,0,33,25,1022,515,5.977178423236515,46,7,133,2,1,131,80,4,3,0,7,149,45,78,0,3,13,35,30,56,0,0,5,28,0,20,41,19,27,19,15,9,7,0,4
Herman Melville,White Jacket,0,4,15,0,10,98,7,0,32,26,1043,533,6.177644710578842,39,5,146,3,0,156,72,2,4,0,7,158,50,57,0,2,12,40,32,51,0,0,6,21,0,26,53,28,26,11,12,5,9,1,4
Herman Melville,White Jacket,2,0,15,1,12,98,9,0,26,18,1034,550,6.465648854961832,48,7,120,5,0,154,93,1,6,0,14,128,82,44,2,5,12,31,24,60,3,1,7,28,0,37,31,26,28,8,14,6,7,0,4
Herman Melville,White Jacket,0,1,11,1,3,104,15,0,31,26,1051,544,6.015655577299413,47,13,118,0,0,153,94,2,4,0,14,140,70,55,1,1,6,44,28,42,2,2,5,20,0,29,49,24,27,16,9,6,5,2,3
Herman Melville,White Jacket,0,3,13,0,11,104,1,0,27,20,1057,485,6.010940919037199,44,5,120,3,0,159,74,2,4,0,13,164,49,25,0,1,5,53,23,80,1,1,10,27,1,41,42,24,24,9,20,6,3,0,11
Herman Melville,White Jacket,0,0,14,1,2,98,2,0,24,20,1069,511,6.096033402922756,38,6,117,1,0,165,69,2,4,0,18,144,48,36,1,4,7,78,28,58,4,1,4,32,0,45,49,23,30,8,22,8,3,0,6
Herman Melville,White Jacket,1,0,8,1,10,120,3,1,31,25,1043,511,6.170781893004115,48,12,148,1,0,144,73,4,1,0,9,174,69,11,0,0,9,32,22,54,1,1,7,32,0,38,15,35,32,14,33,4,4,1,1
Herman Melville,White Jacket,0,0,13,1,8,105,1,2,34,21,1048,479,6.270089285714286,33,13,160,3,0,133,58,0,2,0,6,164,49,29,2,3,8,57,21,44,2,1,10,42,0,29,18,23,43,12,57,5,3,0,4
Herman Melville,White Jacket,1,4,12,0,5,106,30,1,46,35,1030,435,6.103194103194103,35,6,151,2,0,119,59,1,2,0,2,156,60,38,1,2,6,44,26,42,1,2,21,28,0,28,79,25,28,7,4,1,10,0,4
Herman Melville,White Jacket,0,0,22,0,10,103,3,0,33,26,1056,516,6.291581108829569,46,12,112,3,1,153,96,0,3,0,12,140,67,19,0,3,4,58,32,55,1,7,0,18,0,29,57,19,44,8,9,11,4,0,7
Herman Melville,White Jacket,3,0,13,0,5,118,4,0,30,22,1043,532,6.42603550295858,58,7,111,0,0,148,85,1,3,0,16,149,51,31,1,1,7,66,24,64,1,1,1,23,0,30,59,19,37,8,8,3,7,0,9
Herman Melville,White Jacket,1,7,11,1,8,103,19,0,43,27,1040,529,5.913934426229508,38,6,124,0,0,132,76,2,3,0,18,148,45,55,1,2,1,71,32,53,1,2,9,18,0,30,51,17,34,18,5,4,6,0,7
Herman Melville,White Jacket,1,4,11,1,7,104,23,1,50,30,1024,500,5.790948275862069,35,23,148,2,0,139,76,3,1,0,11,143,63,61,2,4,3,23,26,56,1,0,3,25,1,36,18,13,24,15,23,6,6,0,6
Herman Melville,White Jacket,6,5,15,0,11,92,11,0,48,28,1039,490,5.8744493392070485,34,11,148,3,0,167,67,3,3,0,5,166,55,51,1,4,10,40,26,46,0,1,11,20,0,17,44,29,21,17,12,2,2,0,3
Herman Melville,White Jacket,18,11,20,0,13,101,36,0,67,10,956,438,5.9183168316831685,34,14,113,1,1,99,85,0,3,0,17,130,45,33,0,2,5,78,27,63,0,1,3,15,2,36,50,35,14,19,9,2,9,1,7
Herman Melville,White Jacket,15,15,14,0,5,97,53,0,66,21,965,447,5.794621026894865,30,9,96,0,1,117,87,1,1,0,11,138,45,31,1,0,9,71,19,73,1,2,5,21,2,46,50,16,25,18,5,1,4,1,12
Herman Melville,White Jacket,0,1,2,1,15,109,2,0,37,26,1044,497,6.151515151515151,30,6,140,3,0,171,76,3,2,0,9,142,70,54,3,4,12,51,24,59,2,0,3,25,0,22,29,15,29,14,22,6,3,0,4
Herman Melville,White Jacket,11,0,11,0,7,81,1,0,45,23,1077,514,6.144927536231884,38,13,132,2,0,161,72,7,2,0,16,149,67,49,0,2,2,36,26,61,2,1,5,32,0,38,34,19,26,15,18,7,9,1,13
Herman Melville,White Jacket,1,11,28,2,8,103,5,0,36,29,1037,561,5.876635514018692,52,11,132,1,3,177,79,2,0,0,5,115,73,155,5,11,7,20,12,32,1,0,4,11,0,17,23,10,20,16,11,7,3,0,3
Herman Melville,White Jacket,7,11,6,1,11,112,29,0,52,17,979,489,6.0568927789934355,38,6,98,1,1,115,73,3,2,0,14,159,31,87,0,1,9,54,43,53,2,0,2,24,3,26,44,25,18,17,16,2,8,0,4
Herman Melville,White Jacket,1,3,10,2,8,100,9,0,27,13,1039,499,6.438559322033898,36,9,149,0,0,174,76,1,8,0,19,171,49,38,1,2,8,38,23,62,0,3,1,28,0,35,25,11,32,7,20,6,6,1,3
Herman Melville,White Jacket,0,6,5,0,4,82,5,2,44,26,1075,503,6.284810126582278,32,11,129,3,0,161,99,2,4,0,17,123,75,45,0,1,3,49,21,53,1,1,2,35,0,40,18,24,38,27,23,4,7,0,5
Herman Melville,White Jacket,6,7,11,0,13,111,20,0,52,18,992,475,5.839080459770115,40,5,111,3,1,107,60,3,1,0,18,148,39,48,0,1,12,76,27,66,1,0,11,31,1,44,40,27,21,25,10,4,2,0,6
Herman Melville,White Jacket,0,6,13,1,5,100,17,0,41,31,1041,510,6.080168776371308,41,8,125,2,0,152,87,3,0,0,11,144,62,38,1,2,7,44,27,62,3,0,6,27,0,33,48,18,35,15,8,6,1,0,4
Herman Melville,White Jacket,0,4,8,0,3,115,2,2,43,20,1041,533,6.063872255489022,38,7,101,2,0,145,92,2,5,0,13,135,67,46,2,1,4,45,38,73,5,2,3,23,1,41,40,14,25,18,19,4,6,1,8
Herman Melville,White Jacket,5,3,11,0,6,70,4,0,45,17,1082,550,6.290135396518375,43,1,129,1,0,154,96,0,3,0,8,140,80,48,1,2,1,53,32,53,2,1,3,29,0,29,41,23,40,20,16,5,4,0,6
Herman Melville,White Jacket,6,12,16,2,11,112,29,0,55,28,986,468,5.629107981220657,27,5,104,5,0,113,63,2,7,0,19,141,28,74,0,4,4,88,38,61,0,1,6,17,3,50,38,7,8,22,23,1,6,0,5
Herman Melville,White Jacket,7,9,15,0,4,106,33,1,49,25,998,515,5.914046121593292,29,5,138,1,0,134,67,1,0,0,3,161,48,67,1,0,3,48,34,41,0,0,7,24,2,25,53,31,16,15,13,2,5,1,5
Herman Melville,White Jacket,6,5,11,1,10,96,22,0,54,19,1012,472,5.972350230414746,35,6,123,3,0,133,66,1,0,0,17,160,31,46,2,2,4,86,27,51,0,1,5,16,0,38,59,16,25,17,14,2,6,0,8
Herman Melville,White Jacket,6,7,13,0,10,102,11,0,50,22,1014,478,5.78310502283105,29,10,111,4,0,130,49,1,0,0,12,150,26,33,0,0,10,90,40,61,4,0,5,27,0,39,72,30,33,17,12,1,5,0,10
Herman Melville,White Jacket,0,0,10,0,8,112,0,0,32,8,1041,519,6.308943089430894,46,2,148,2,0,155,85,0,3,0,7,191,29,32,0,0,3,42,30,63,0,3,3,21,0,23,68,21,38,6,3,5,3,0,7
Herman Melville,White Jacket,5,10,11,0,7,104,23,0,50,16,999,508,6.3844537815126055,29,4,121,2,0,138,77,2,2,0,12,150,41,47,0,1,6,69,30,62,0,1,3,24,1,36,51,35,22,11,10,2,2,1,6
Herman Melville,White Jacket,5,0,12,1,7,126,35,1,47,10,968,431,6.3325,37,1,107,4,0,103,82,2,2,0,20,136,26,54,0,1,1,66,21,61,3,2,1,27,0,52,36,20,39,25,22,1,3,1,2
Herman Melville,White Jacket,3,1,10,0,7,106,25,1,44,25,1013,511,6.232848232848233,35,8,131,1,0,134,77,2,2,0,14,156,66,36,2,1,6,38,29,55,1,1,5,22,1,26,46,30,36,10,12,4,1,2,7
Herman Melville,White Jacket,2,4,16,0,15,114,18,0,28,27,1019,507,6.162839248434238,41,7,131,0,1,150,81,4,1,0,9,167,43,32,0,0,5,41,35,58,1,1,9,18,0,23,43,40,31,8,10,4,6,0,2
Herman Melville,White Jacket,4,7,21,0,10,106,38,0,52,13,965,450,5.862980769230769,26,9,126,1,0,121,44,0,1,0,11,152,46,51,0,1,4,65,30,53,2,0,11,27,2,38,46,36,17,17,17,1,2,0,5
Herman Melville,White Jacket,1,0,12,1,30,119,32,0,39,15,959,462,6.067285382830627,27,2,123,2,0,120,79,3,1,0,17,122,51,53,1,2,4,55,24,56,4,3,5,19,1,36,44,34,28,8,15,5,3,0,4
Herman Melville,White Jacket,10,5,11,0,6,82,12,0,44,30,1065,538,5.930417495029821,38,9,150,3,0,140,90,1,1,0,10,143,48,56,3,1,5,46,26,57,1,0,7,20,1,26,50,29,33,11,18,4,7,0,8
Herman Melville,White Jacket,8,9,11,0,6,115,10,0,52,26,1018,518,5.6419753086419755,44,4,119,1,0,138,71,4,1,0,9,143,42,103,0,2,5,47,28,52,1,0,2,20,2,29,60,20,18,9,13,3,3,1,9
Herman Melville,White Jacket,9,12,17,1,9,98,22,0,60,23,998,454,5.506024096385542,46,3,119,5,0,131,47,1,1,0,7,143,46,58,1,1,9,70,25,50,0,1,7,26,0,41,54,18,27,20,17,1,7,0,4
Herman Melville,White Jacket,1,1,9,1,9,89,15,4,49,49,1063,521,6.098969072164948,31,18,147,3,0,149,85,0,3,0,10,144,56,61,0,1,5,48,20,44,0,1,4,19,0,27,53,19,33,8,20,4,1,0,3
Herman Melville,White Jacket,6,10,9,0,5,82,12,1,54,26,1052,480,5.8231292517006805,28,7,132,1,0,142,62,0,4,0,8,149,38,38,0,2,5,85,24,54,1,2,5,30,1,37,71,21,30,16,10,4,15,0,11
Herman Melville,White Jacket,4,1,7,0,3,100,24,0,51,12,1007,448,6.016786570743405,40,1,133,2,0,126,59,0,1,0,13,161,24,55,0,0,8,77,31,57,0,0,1,27,1,33,69,25,23,15,8,7,5,0,6
Herman Melville,White Jacket,2,2,12,0,5,101,4,0,32,39,1074,538,5.872047244094488,41,5,136,5,0,160,93,7,5,0,12,157,73,46,0,3,4,27,25,44,2,1,8,24,0,39,23,16,30,15,23,8,7,0,5
Herman Melville,White Jacket,0,1,11,0,5,98,0,0,38,19,1062,515,6.344969199178645,51,10,144,0,0,146,83,1,3,0,8,154,71,39,0,1,2,34,39,50,0,1,5,33,0,32,7,30,34,14,44,4,4,0,5
Herman Melville,White Jacket,0,3,8,0,4,94,4,0,35,17,1049,509,6.206680584551148,42,3,152,1,1,156,77,1,3,0,17,164,50,56,0,0,11,35,35,60,1,2,5,28,1,33,37,22,21,5,18,3,6,0,8
Herman Melville,White Jacket,9,11,12,4,7,113,12,0,51,23,1019,481,5.934684684684685,47,6,124,4,1,132,70,3,6,0,12,163,33,39,3,1,2,55,23,62,2,1,2,29,0,40,18,12,21,36,30,7,8,0,6
Herman Melville,White Jacket,14,9,12,0,3,93,7,0,50,18,1040,491,5.8845315904139435,43,7,145,1,0,166,66,1,1,0,16,140,52,87,3,3,5,50,19,57,1,2,3,19,1,32,29,6,31,18,17,1,3,2,7
Herman Melville,White Jacket,6,2,5,0,8,101,11,1,39,11,1035,491,6.162637362637363,38,10,137,1,1,151,89,3,2,0,12,123,53,130,6,2,7,26,11,53,3,2,0,30,0,30,17,15,27,19,18,10,6,2,2
Herman Melville,White Jacket,8,6,5,1,6,82,11,0,44,23,1066,469,6.204128440366972,38,8,150,2,0,165,73,3,2,0,19,157,59,50,2,1,1,38,18,50,1,0,1,26,2,33,34,13,39,9,29,9,7,1,8
Herman Melville,White Jacket,0,0,11,0,9,86,5,0,33,29,1087,545,6.395348837209302,49,5,147,1,0,165,88,0,1,0,10,145,88,44,0,1,3,30,17,55,1,2,2,24,0,29,26,21,46,22,16,9,3,0,6
Herman Melville,White Jacket,4,4,9,0,3,109,23,0,45,36,1040,477,6.09255079006772,39,9,119,5,0,156,80,0,5,0,14,132,68,25,0,0,4,49,29,59,4,1,7,20,1,33,10,28,36,37,20,1,4,0,7
Herman Melville,White Jacket,0,2,7,1,9,103,10,0,41,31,1059,501,5.891949152542373,43,13,133,3,0,147,95,2,3,0,7,153,56,48,1,1,3,52,36,36,2,1,6,21,0,21,68,23,23,3,8,8,7,0,4
Herman Melville,White Jacket,4,1,12,1,2,90,5,1,36,17,1063,482,6.100436681222708,38,9,151,1,0,179,71,3,4,0,11,156,52,42,0,3,3,31,23,38,1,1,3,35,0,39,43,15,48,6,23,8,7,0,6
Herman Melville,White Jacket,1,5,12,0,11,92,9,0,44,19,1040,490,5.864923747276689,37,8,132,3,0,139,70,4,1,0,15,153,60,42,0,1,5,50,28,43,0,1,9,26,1,30,66,25,39,5,11,10,4,0,9
Herman Melville,White Jacket,3,11,19,0,7,78,21,0,51,34,1033,515,5.50103519668737,42,13,106,1,0,149,79,4,1,0,8,156,73,50,1,0,15,70,45,32,0,0,8,15,1,20,71,16,23,12,3,2,2,0,5
Herman Melville,White Jacket,5,2,21,0,9,89,8,0,42,24,1035,537,5.934782608695652,46,10,146,1,0,142,71,2,4,0,16,143,56,69,0,1,9,51,17,41,3,1,5,17,1,33,30,13,28,27,21,9,7,0,8
Herman Melville,White Jacket,1,1,20,0,11,96,9,0,33,36,1066,542,5.9980392156862745,44,11,148,4,0,159,92,0,5,0,11,166,56,25,1,2,4,40,27,48,2,1,4,24,2,35,43,18,30,10,8,3,1,0,5
Herman Melville,White Jacket,1,1,15,0,5,76,2,0,37,27,1069,509,6.087682672233821,41,2,149,4,0,156,95,0,1,0,12,194,36,22,0,1,11,58,24,48,1,0,8,24,0,33,57,25,29,4,12,8,3,0,6
Herman Melville,White Jacket,2,1,12,0,1,81,7,0,35,16,1075,516,6.169734151329243,35,8,114,1,0,144,81,1,1,0,11,153,41,25,0,3,2,78,35,51,4,1,15,39,1,46,50,23,32,14,23,10,2,1,16
Herman Melville,White Jacket,6,11,6,0,11,103,31,0,56,23,995,441,5.445,38,7,94,6,0,129,61,0,0,0,29,139,30,53,0,1,10,95,18,70,3,0,7,14,0,43,43,20,21,26,13,3,4,0,5
Herman Melville,White Jacket,0,3,16,0,4,91,6,2,43,35,1064,501,5.816810344827586,39,13,127,0,0,149,82,5,1,0,8,159,42,22,0,0,7,68,35,51,2,0,6,20,0,27,78,36,39,4,4,5,3,0,3
Herman Melville,White Jacket,4,12,17,0,4,101,35,0,59,26,1002,465,5.406326034063261,25,10,108,0,0,112,87,1,3,0,14,127,37,34,0,2,6,95,26,74,1,0,8,19,1,30,48,23,17,34,21,2,4,0,4
