Author,Title,Q_Count,E_Count,SC_Count,C_Count,D_Count,Co_Count,Qu_Count,Pa_Count,Sent_Count,Hyphen_Count,Word_Num,Unique_Words,Word_Length_Av,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
Herman Melville,White Jacket,5,4,7,1,9,53,6,0,28,10,503,285,5.858823529411764,22,2,57,2,0,55,33,0,1,0,6,84,11,36,3,0,0,24,16,27,0,1,2,13,0,14,28,18,16,7,7,2,7,0,1
Herman Melville,White Jacket,0,0,16,0,4,56,6,0,18,18,519,305,5.719424460431655,26,3,55,0,0,58,37,1,1,0,7,70,22,60,0,0,0,15,21,25,0,1,0,10,0,15,18,14,16,3,9,5,4,0,2
Herman Melville,White Jacket,0,0,9,0,0,59,0,0,19,11,521,299,5.9411764705882355,17,6,56,1,0,73,57,1,2,0,7,71,19,20,0,0,4,36,21,38,2,1,3,13,0,19,26,2,2,4,6,3,2,0,3
Herman Melville,White Jacket,0,1,12,1,0,47,4,0,24,20,518,313,6.02054794520548,19,3,68,0,0,64,43,1,1,0,5,85,31,30,0,0,7,25,15,28,1,1,2,9,0,11,24,4,10,8,10,0,2,0,4
Herman Melville,White Jacket,0,0,10,0,0,38,3,0,26,14,539,282,5.82421875,23,2,76,0,0,67,47,1,1,0,8,93,18,14,1,0,1,32,12,31,1,0,0,13,0,18,11,7,9,7,22,1,3,1,2
Herman Melville,White Jacket,0,0,15,0,0,49,8,0,17,7,512,285,6.275471698113208,28,4,64,0,0,73,36,0,0,0,1,67,44,34,1,0,2,21,4,23,1,0,2,21,0,23,2,15,10,23,8,1,0,0,1
Herman Melville,White Jacket,1,0,9,0,4,50,7,2,25,21,514,302,5.956204379562044,17,0,70,0,0,69,31,2,1,0,5,73,44,16,0,1,5,30,16,23,0,0,2,10,0,13,0,19,13,21,13,1,2,0,3
Herman Melville,White Jacket,0,1,9,0,3,47,2,1,25,25,527,270,6.040485829959514,26,5,76,1,1,76,37,1,5,0,4,71,46,24,2,0,8,19,10,24,0,0,4,3,0,10,3,4,11,12,22,2,4,0,1
Herman Melville,White Jacket,2,5,17,1,2,38,1,3,24,8,517,278,5.69140625,20,9,70,1,0,75,40,3,0,0,4,89,27,21,0,2,4,20,10,21,0,1,1,14,0,17,8,11,11,14,14,1,1,0,3
Herman Melville,White Jacket,1,1,13,1,4,45,0,0,19,11,531,297,6.11070110701107,20,7,71,2,0,72,41,1,0,0,8,81,35,17,1,1,0,18,6,22,1,0,0,17,0,18,12,11,26,9,11,4,2,0,4
Herman Melville,White Jacket,4,3,10,0,2,39,1,0,28,11,525,317,5.797250859106529,26,1,64,1,0,67,32,0,1,0,7,85,30,30,0,2,3,25,12,32,0,0,2,12,0,20,25,8,10,3,9,2,7,0,4
Herman Melville,White Jacket,0,13,13,0,10,42,0,0,28,4,497,301,5.5398550724637685,29,4,54,0,0,67,39,2,3,0,10,82,30,23,0,0,8,17,21,27,1,1,3,6,0,21,8,8,8,12,15,2,2,0,5
Herman Melville,White Jacket,1,1,17,0,7,32,1,0,26,8,524,298,5.335820895522388,25,7,67,1,0,77,33,0,1,0,12,84,24,24,0,0,2,29,11,33,1,0,2,8,0,21,12,7,10,8,12,1,1,0,4
Herman Melville,White Jacket,0,0,9,0,6,65,0,0,17,16,523,282,5.723735408560311,22,12,54,1,0,79,38,3,1,0,11,62,46,3,0,1,1,29,13,24,0,0,4,12,0,21,15,7,18,12,4,6,1,1,4
Herman Melville,White Jacket,0,1,11,1,0,47,0,2,20,7,519,292,5.7819548872180455,26,5,51,0,0,66,38,0,1,0,7,76,32,6,0,2,3,37,24,23,0,1,4,11,2,17,33,19,11,9,1,3,4,0,5
Herman Melville,White Jacket,0,0,7,0,0,50,0,0,21,11,535,305,5.798561151079137,20,8,71,1,0,81,35,1,2,0,5,83,25,15,0,4,1,24,11,37,1,1,1,10,0,16,10,8,14,11,20,2,2,0,3
Herman Melville,White Jacket,2,0,10,1,3,59,5,0,21,6,502,298,5.791208791208791,25,2,52,0,0,66,43,1,0,0,12,71,33,15,0,0,1,35,18,33,1,2,4,11,0,18,21,8,10,3,4,6,1,0,4
Herman Melville,White Jacket,1,1,5,0,4,50,1,0,25,15,518,287,5.741444866920152,25,3,63,0,0,79,41,0,1,0,4,78,32,13,1,0,8,28,18,25,1,0,7,11,0,8,30,19,10,1,7,1,1,0,1
Herman Melville,White Jacket,1,0,8,1,3,41,4,0,22,8,526,303,6.054744525547445,13,6,69,1,0,65,42,0,0,0,2,63,26,42,1,2,3,27,7,28,1,0,1,16,0,16,40,9,29,1,4,4,1,0,1
Herman Melville,White Jacket,0,0,15,0,1,52,0,0,17,22,531,312,6.0137931034482754,27,1,55,1,0,70,64,1,0,0,4,62,38,4,0,1,7,26,18,31,1,2,2,15,0,12,24,23,14,4,6,2,1,0,2
Herman Melville,White Jacket,2,0,9,0,4,64,0,0,22,22,522,324,5.867109634551495,24,4,56,0,0,65,45,2,2,0,10,86,42,7,0,2,1,15,15,24,0,0,2,12,0,21,8,9,15,14,11,1,6,1,1
Herman Melville,White Jacket,3,0,12,0,2,68,5,0,19,27,522,305,5.730769230769231,29,3,64,1,0,64,46,2,2,0,2,70,37,9,0,1,1,21,14,23,1,1,3,12,0,16,25,11,13,6,5,1,8,0,2
Herman Melville,White Jacket,4,0,4,0,4,55,1,1,20,15,531,311,5.775438596491228,21,6,56,2,0,66,45,0,0,0,13,67,32,21,1,1,0,28,10,37,1,0,2,15,0,21,25,9,7,4,7,6,6,1,4
Herman Melville,White Jacket,0,0,16,0,0,36,0,1,21,5,531,301,6.036231884057971,15,0,62,1,0,83,35,2,2,0,4,74,22,12,0,3,1,47,13,34,1,0,4,13,0,13,45,17,14,0,4,2,2,0,2
Herman Melville,White Jacket,0,0,7,1,4,43,3,0,20,14,537,309,5.878571428571429,20,2,64,0,0,68,42,1,4,0,10,77,27,18,0,2,1,31,17,21,2,1,7,15,0,23,25,6,18,5,4,7,2,0,2
Herman Melville,White Jacket,5,8,4,0,2,41,15,0,36,10,509,289,5.935114503816794,19,0,65,0,0,57,39,1,0,0,8,62,28,16,1,0,0,33,17,25,2,2,5,12,3,19,31,11,16,5,9,4,4,0,4
Herman Melville,White Jacket,0,2,8,0,0,51,3,0,20,13,528,307,5.809859154929577,22,1,67,0,0,81,48,2,0,0,3,86,33,11,0,2,3,16,12,19,0,1,6,9,1,9,34,14,28,2,1,0,4,1,2
Herman Melville,White Jacket,0,1,5,1,0,55,8,1,23,13,506,301,6.007490636704119,25,8,72,0,2,66,41,1,0,0,2,78,36,30,0,1,6,14,13,17,0,0,2,14,1,13,22,6,13,5,9,5,1,0,1
Herman Melville,White Jacket,0,9,6,0,4,61,3,0,26,16,512,282,5.513725490196078,24,0,65,1,1,69,25,2,0,0,5,84,34,15,1,1,5,14,12,31,0,0,11,10,3,15,4,17,16,12,14,4,0,0,5
Herman Melville,White Jacket,0,1,7,2,5,43,8,2,23,7,513,287,5.867704280155642,23,2,59,4,0,66,39,1,1,0,4,73,28,10,2,1,1,34,18,26,0,1,9,16,0,24,33,11,8,5,0,3,2,0,3
Herman Melville,White Jacket,0,3,17,1,3,39,1,0,23,9,521,285,5.757575757575758,23,3,65,1,0,67,30,1,0,0,5,106,16,6,0,0,2,44,20,15,0,0,6,17,1,11,42,9,18,4,1,1,1,0,1
Herman Melville,White Jacket,0,3,11,0,2,49,4,0,27,13,522,291,5.8076923076923075,25,6,53,0,0,63,37,4,1,0,6,75,15,19,0,1,0,35,16,26,2,0,7,10,1,13,50,13,14,2,1,2,4,0,5
Herman Melville,White Jacket,1,0,8,0,2,43,4,0,18,15,542,325,5.838383838383838,24,10,66,2,0,75,46,0,0,0,9,81,30,19,2,2,1,22,16,18,1,0,2,15,0,18,20,12,16,0,8,5,3,0,0
Herman Melville,White Jacket,0,0,8,1,4,53,1,0,18,15,528,302,5.953068592057762,25,6,70,0,0,76,47,2,3,0,6,81,31,16,0,1,0,17,11,30,0,1,1,14,0,24,7,11,11,8,11,0,1,0,2
Herman Melville,White Jacket,1,0,6,1,2,49,3,0,21,13,523,296,5.92910447761194,14,4,69,2,0,79,40,1,1,0,7,86,24,20,0,1,5,23,13,28,0,1,1,14,0,20,13,8,17,12,8,2,4,1,1
Herman Melville,White Jacket,2,6,12,0,4,41,3,0,23,11,526,303,5.7188612099644125,23,2,70,1,0,77,26,1,0,0,6,89,25,18,0,0,1,22,15,20,0,0,3,15,0,23,17,15,22,9,11,2,2,0,2
Herman Melville,White Jacket,0,1,17,1,6,38,1,1,15,24,541,316,5.744107744107744,20,3,79,1,0,82,45,1,1,0,8,80,56,3,0,1,3,8,12,27,1,0,5,12,0,15,7,11,19,12,6,1,0,0,2
Herman Melville,White Jacket,3,0,8,1,0,46,10,1,20,15,515,299,5.742049469964664,25,0,70,0,0,78,39,0,3,0,18,84,48,19,0,0,5,9,14,13,2,0,3,8,0,25,2,17,13,6,3,1,1,0,3
Herman Melville,White Jacket,1,6,8,0,4,44,10,0,27,20,514,311,5.71875,19,11,61,3,0,64,52,3,0,0,7,68,43,16,0,0,3,23,7,21,0,0,4,11,0,18,20,11,21,6,5,1,2,1,3
Herman Melville,White Jacket,3,16,9,0,5,45,34,0,43,12,463,266,5.13135593220339,19,9,60,2,0,47,30,3,0,0,4,59,28,10,0,0,1,30,13,27,0,0,7,2,1,20,34,12,10,11,9,1,3,0,1
Herman Melville,White Jacket,1,1,9,0,2,65,6,0,22,26,521,306,5.927797833935018,27,3,77,0,0,66,40,0,0,0,6,88,46,16,0,1,4,21,6,18,0,0,4,8,0,9,14,11,8,7,10,2,1,0,2
Herman Melville,White Jacket,1,6,7,0,5,50,0,0,23,12,525,287,5.43359375,24,3,52,0,0,73,40,0,0,0,3,61,44,12,0,2,3,38,16,27,1,0,5,16,1,34,11,10,7,16,8,5,2,0,2
Herman Melville,White Jacket,5,7,9,0,2,46,13,0,30,8,501,264,5.405737704918033,27,2,49,1,0,58,29,0,0,0,10,66,13,20,0,0,0,56,13,26,0,0,2,13,0,20,39,17,15,5,10,0,4,0,2
Herman Melville,White Jacket,0,4,24,1,4,33,9,0,18,9,516,261,5.3218884120171674,25,7,54,1,0,82,33,2,1,0,11,72,15,28,1,0,3,46,15,14,2,0,1,8,0,32,4,5,5,14,16,5,1,0,7
Herman Melville,White Jacket,0,2,9,0,5,36,1,1,23,6,528,292,5.591078066914498,26,10,58,3,0,74,35,1,1,0,6,83,22,3,0,2,1,35,23,23,0,0,6,14,1,23,30,9,14,6,4,4,2,0,5
Herman Melville,White Jacket,0,0,6,0,2,40,1,3,21,13,540,262,5.624472573839663,22,13,72,2,0,82,32,1,2,0,8,80,28,10,0,0,2,22,10,29,0,0,3,11,0,17,12,8,22,16,11,2,2,0,5
Herman Melville,White Jacket,3,2,4,1,4,37,3,0,25,10,536,292,5.5559701492537314,21,12,67,2,0,81,35,1,0,0,8,79,38,8,0,4,0,23,9,24,0,0,4,17,0,24,15,14,12,11,9,2,5,0,0
Herman Melville,White Jacket,1,0,11,0,7,39,1,0,21,16,530,299,5.815884476534296,31,5,54,1,0,63,44,1,1,0,6,64,49,14,0,1,4,22,14,25,0,1,3,16,0,19,9,8,23,20,15,2,1,0,4
Herman Melville,White Jacket,2,1,10,1,2,41,3,0,21,13,535,298,5.851301115241636,20,4,83,0,0,69,38,0,1,0,5,87,33,11,2,3,2,23,5,24,0,2,4,14,1,25,2,8,10,17,18,4,4,0,2
Herman Melville,White Jacket,2,0,7,2,4,47,0,0,20,21,539,281,5.864864864864865,17,2,76,0,0,82,45,0,2,0,4,79,29,10,0,0,1,23,15,30,3,2,7,11,0,15,14,8,11,13,12,4,1,0,4
Herman Melville,White Jacket,0,3,6,1,8,35,11,0,20,19,531,313,6.056737588652482,16,4,82,0,1,71,46,0,3,0,7,71,36,22,0,1,3,12,6,25,2,3,4,14,0,22,15,12,17,7,10,3,1,0,0
Herman Melville,White Jacket,3,2,0,0,6,35,5,0,33,17,527,322,6.086378737541528,7,2,79,2,0,76,39,1,0,0,5,68,30,53,1,0,2,11,7,29,1,2,6,14,0,15,26,11,19,3,3,0,4,0,3
Herman Melville,White Jacket,0,2,5,2,3,42,3,1,74,17,467,313,5.843003412969283,15,5,53,1,0,58,34,0,3,0,6,48,32,91,1,2,3,5,4,9,0,0,1,19,0,25,21,6,18,2,2,1,3,1,0
Herman Melville,White Jacket,0,9,3,0,6,49,7,0,26,13,518,283,5.981132075471698,22,8,77,0,0,84,36,0,0,0,0,95,34,35,0,1,2,6,11,16,0,0,1,8,0,4,37,4,16,3,1,1,1,0,4
Herman Melville,White Jacket,2,7,1,1,9,39,5,0,33,21,525,305,5.882142857142857,23,2,74,2,0,57,45,3,0,0,4,71,29,26,0,1,5,21,10,31,0,1,6,12,1,18,23,11,15,5,11,1,2,0,0
Herman Melville,White Jacket,2,7,10,0,8,44,3,0,26,9,520,294,5.42910447761194,25,1,78,0,0,71,38,2,1,0,2,68,46,32,0,0,1,11,13,27,0,0,0,8,0,8,4,6,19,19,21,3,3,0,1
Herman Melville,White Jacket,0,1,10,2,3,46,1,0,24,11,527,309,5.914893617021277,20,1,70,2,2,63,40,1,4,0,1,72,28,33,0,0,1,24,13,31,0,1,1,13,0,12,13,12,11,18,16,5,4,0,2
Herman Melville,White Jacket,0,1,9,0,0,61,3,0,19,11,511,304,5.91578947368421,26,3,79,0,0,71,34,2,3,0,2,69,51,37,0,0,5,14,7,24,0,0,4,12,1,10,17,15,10,6,5,2,1,0,0
Herman Melville,White Jacket,1,1,1,0,1,52,5,0,26,8,517,318,5.665529010238908,19,2,56,2,0,73,37,2,3,0,5,85,29,16,0,0,4,24,15,23,0,0,6,16,0,19,29,12,11,4,10,7,3,0,2
Herman Melville,White Jacket,0,2,2,3,4,58,4,0,22,12,519,313,5.931506849315069,30,4,74,0,1,67,39,0,2,0,6,76,33,13,1,2,1,14,9,29,0,2,4,8,0,12,31,11,25,2,3,2,5,0,0
Herman Melville,White Jacket,3,10,6,0,0,51,10,0,40,12,499,295,5.651685393258427,23,5,65,3,0,59,26,1,0,0,2,88,15,30,1,0,3,17,15,41,2,0,3,11,0,8,33,10,16,0,8,1,3,0,1
Herman Melville,White Jacket,1,3,3,0,0,41,2,0,24,17,543,302,5.610909090909091,23,1,85,0,0,76,35,0,1,0,3,87,32,16,0,1,3,17,11,20,1,0,3,14,0,17,38,18,11,3,5,4,2,0,2
Herman Melville,White Jacket,0,8,9,0,4,35,9,0,31,17,524,271,5.442231075697211,22,6,84,1,0,65,35,1,1,0,3,78,26,19,0,2,2,14,6,27,1,1,6,17,0,16,42,8,19,1,2,3,1,1,0
Herman Melville,White Jacket,0,5,9,1,1,38,4,1,24,11,533,269,5.427385892116183,27,3,68,1,0,78,25,0,0,0,4,82,21,9,0,1,1,36,21,19,1,0,3,23,0,25,40,13,12,3,0,3,0,0,1
Herman Melville,White Jacket,2,2,9,0,1,45,0,0,27,4,520,297,5.586715867158672,21,5,63,1,0,79,32,2,2,0,5,76,18,33,1,4,4,28,11,24,1,0,0,15,0,15,22,9,14,12,14,3,4,0,2
Herman Melville,White Jacket,0,1,4,0,3,56,1,0,16,3,519,293,6.011070110701107,21,1,64,0,0,77,44,0,5,0,5,81,29,25,0,0,3,20,20,26,1,1,2,15,0,11,19,10,18,6,9,5,1,0,2
Herman Melville,White Jacket,3,0,0,0,4,52,0,0,24,5,526,300,5.884476534296029,26,5,67,2,0,86,49,1,1,0,9,81,26,20,0,1,0,16,7,31,1,0,1,10,0,17,11,8,13,8,14,4,3,0,3
Herman Melville,White Jacket,1,0,11,0,2,52,1,2,17,3,518,281,6.329545454545454,19,11,67,3,1,75,46,1,0,0,4,65,29,21,0,4,1,10,6,28,2,0,1,19,0,15,7,19,24,14,14,1,4,0,2
Herman Melville,White Jacket,2,1,7,0,5,50,0,0,23,10,521,304,5.838129496402877,21,4,72,2,0,80,38,2,0,0,4,83,39,10,0,2,3,16,8,27,0,0,2,13,0,16,26,13,19,6,6,2,1,0,2
Herman Melville,White Jacket,0,1,3,0,0,47,2,0,26,10,527,313,6.1833910034602075,9,3,73,1,0,88,41,1,2,0,2,90,29,26,0,1,2,20,11,20,0,0,0,11,0,9,36,23,13,1,2,2,1,2,2
Herman Melville,White Jacket,0,1,5,3,1,47,6,0,25,10,517,311,5.940559440559441,23,2,58,0,0,71,39,1,2,0,9,67,31,9,1,0,3,37,26,21,0,0,3,14,0,21,31,21,15,5,1,0,0,0,1
Herman Melville,White Jacket,2,7,3,0,6,46,14,0,30,5,498,281,5.613899613899614,23,2,67,1,0,57,42,0,3,0,6,67,29,11,0,2,0,31,9,25,0,0,3,17,0,25,26,14,13,6,6,3,3,0,5
Herman Melville,White Jacket,2,8,9,0,6,47,12,1,28,8,502,297,5.775280898876405,15,4,60,1,0,75,26,3,1,0,6,69,23,26,0,1,1,37,10,28,1,0,2,15,1,21,27,10,13,6,3,2,2,0,5
Herman Melville,White Jacket,0,0,12,1,8,54,2,0,12,30,521,310,5.9020979020979025,27,5,62,2,1,84,54,1,0,0,4,80,49,20,0,0,12,13,5,16,1,0,3,8,0,9,6,9,14,13,7,0,0,0,7
Herman Melville,White Jacket,0,0,2,0,2,56,0,0,18,15,533,312,5.982817869415808,30,7,70,1,0,79,47,2,2,0,5,73,58,12,0,3,4,12,13,17,0,2,1,9,0,15,12,8,14,8,12,4,0,0,3
Herman Melville,White Jacket,0,0,2,0,0,51,0,0,16,9,539,320,6.232323232323233,26,2,52,3,0,85,61,0,2,0,8,64,39,11,0,2,1,31,14,22,0,0,3,14,0,18,31,12,17,3,2,1,5,1,2
Herman Melville,White Jacket,0,0,1,0,4,49,0,0,18,9,532,308,6.021052631578947,28,1,59,1,0,92,37,2,1,0,4,79,35,24,2,2,3,30,17,15,0,2,1,11,0,12,41,8,13,2,0,5,1,0,1
Herman Melville,White Jacket,0,1,5,0,2,43,0,0,18,6,541,301,5.812274368231047,20,2,74,1,0,82,50,0,2,0,4,87,27,4,0,2,0,26,19,19,0,1,2,15,0,17,24,16,16,8,5,3,5,0,2
Herman Melville,White Jacket,1,0,7,0,3,63,3,0,17,16,518,320,5.966101694915254,17,5,76,1,0,67,42,1,0,0,2,73,19,19,0,0,3,17,8,29,0,2,2,13,0,13,18,18,31,5,16,4,2,0,4
Herman Melville,White Jacket,5,7,5,0,7,63,21,0,28,11,468,268,5.6875,21,4,53,0,1,57,26,1,2,0,2,83,15,35,0,1,1,23,12,25,0,0,4,11,2,17,16,14,9,9,14,1,6,0,3
Herman Melville,White Jacket,0,2,8,1,6,35,4,0,15,7,533,285,5.867924528301887,21,4,77,1,0,74,43,1,2,0,9,78,29,10,0,3,2,32,8,19,1,1,3,16,0,19,10,7,20,7,20,8,4,0,1
Herman Melville,White Jacket,1,1,10,0,6,55,7,0,18,9,510,303,5.829787234042553,15,4,63,1,0,71,45,0,2,0,1,77,33,17,0,1,2,22,18,17,0,1,4,15,0,11,36,16,18,4,3,1,2,1,2
Herman Melville,White Jacket,2,3,4,0,2,58,9,0,30,11,498,278,5.774703557312253,19,5,79,0,0,64,24,3,0,0,0,79,29,15,0,0,5,24,16,22,0,0,6,13,0,6,40,16,17,8,3,1,1,0,2
Herman Melville,White Jacket,2,8,7,1,2,37,10,0,36,4,505,282,5.732,25,2,64,2,0,65,38,3,0,0,9,63,20,22,0,0,1,36,13,26,0,1,2,9,1,20,31,7,19,11,7,1,4,0,2
Herman Melville,White Jacket,0,1,2,0,4,47,9,0,17,5,518,266,6.434426229508197,18,6,89,2,0,95,37,0,2,0,4,86,24,18,0,0,3,16,8,30,0,3,1,13,0,11,8,12,13,6,9,3,1,0,2
Herman Melville,White Jacket,0,0,2,1,0,47,1,2,18,11,540,283,6.057915057915058,13,6,64,1,0,93,47,4,0,0,4,68,33,24,1,1,0,18,11,28,5,1,2,13,0,12,13,10,25,9,16,3,2,0,0
Herman Melville,White Jacket,4,1,6,1,1,45,2,0,23,6,524,274,6.171314741035856,16,5,84,2,0,75,41,0,1,0,5,79,29,22,0,1,2,22,7,23,0,1,1,19,0,20,4,7,14,10,19,5,7,1,0
Herman Melville,White Jacket,0,0,6,0,0,39,0,2,18,6,542,271,6.198380566801619,20,3,80,2,0,90,38,0,1,0,12,86,29,18,0,0,0,24,12,20,1,0,0,14,1,18,8,9,12,5,21,4,3,1,3
Herman Melville,White Jacket,2,0,7,0,2,49,7,0,17,4,518,269,6.008130081300813,23,5,72,1,0,74,33,0,2,0,11,73,22,23,0,0,1,21,9,28,0,0,0,15,0,24,3,12,25,9,18,5,5,0,2
Herman Melville,White Jacket,2,0,8,0,3,47,4,0,18,5,525,279,6.1647058823529415,20,2,62,0,0,77,40,0,2,0,10,86,24,18,0,1,1,38,20,17,0,0,3,17,0,24,7,8,7,11,20,2,2,1,1
Herman Melville,White Jacket,3,0,7,0,3,51,0,0,16,7,522,278,6.054054054054054,21,0,56,0,0,70,50,0,3,0,9,68,35,25,0,1,4,22,11,21,2,1,0,15,0,16,27,10,21,4,11,5,7,0,8
Herman Melville,White Jacket,0,0,2,1,2,40,1,0,16,1,537,272,6.390438247011952,16,2,75,1,0,91,46,0,1,0,10,85,32,18,0,0,2,16,11,23,3,0,1,19,0,18,12,11,22,4,10,4,2,0,4
Herman Melville,White Jacket,1,0,9,0,4,44,0,0,24,5,523,265,5.795081967213115,17,3,75,1,0,85,26,1,1,0,9,74,26,27,3,1,1,24,8,30,0,0,1,20,0,20,7,9,16,7,22,2,3,0,1
Herman Melville,White Jacket,0,1,5,0,0,47,3,0,25,18,541,313,5.6573426573426575,23,6,58,1,1,76,33,0,0,0,7,64,44,20,1,1,0,23,21,30,0,0,2,15,0,14,28,12,18,7,8,4,1,0,2
Herman Melville,White Jacket,4,7,4,0,3,50,6,0,27,14,521,297,5.778181818181818,25,4,68,3,0,72,36,1,0,0,3,80,27,37,0,0,2,15,12,25,0,0,6,7,0,11,37,7,17,3,3,1,3,2,2
Herman Melville,White Jacket,2,0,8,0,4,54,1,0,20,17,522,311,6.679442508710801,30,1,72,1,0,70,40,0,2,0,4,73,25,39,2,1,5,18,12,24,0,1,1,12,0,14,33,10,12,2,3,1,2,0,3
Herman Melville,White Jacket,3,3,6,0,5,50,14,2,24,8,503,266,5.935897435897436,16,4,64,0,1,61,30,0,0,0,17,58,23,33,3,0,0,24,6,22,0,0,0,24,0,37,7,6,18,14,12,5,0,2,5
Herman Melville,White Jacket,2,0,9,0,2,36,0,1,21,8,537,319,5.9965753424657535,22,4,71,1,0,86,36,1,1,0,8,66,37,43,0,1,3,18,14,19,0,2,0,11,0,15,19,9,17,8,10,1,4,0,5
Herman Melville,White Jacket,2,0,11,0,6,60,0,0,14,16,527,313,5.7543252595155705,25,5,63,2,1,75,42,3,1,0,5,71,24,47,0,2,4,12,13,27,0,0,3,12,0,10,10,9,15,10,11,5,3,0,1
Herman Melville,White Jacket,0,3,7,0,6,51,9,0,20,9,495,280,5.944664031620554,21,2,70,0,0,56,38,1,2,0,2,78,21,31,0,1,9,23,17,29,0,0,2,16,0,10,31,10,12,9,4,4,4,0,3
Herman Melville,White Jacket,0,2,9,0,3,50,5,0,17,14,516,308,5.886524822695035,17,5,72,2,0,79,31,1,0,0,4,80,27,25,0,0,7,25,14,25,0,0,3,10,0,11,39,15,9,1,4,2,4,0,4
Herman Melville,White Jacket,0,2,6,0,7,48,2,0,16,12,527,307,6.128571428571429,22,0,74,1,0,77,41,1,4,0,3,78,23,32,0,2,5,15,18,26,0,0,3,11,0,15,14,13,17,10,8,3,5,1,0
Herman Melville,White Jacket,2,0,4,0,2,44,0,0,17,9,545,309,6.291228070175438,20,3,70,3,0,85,43,1,4,0,11,70,43,8,1,5,0,15,15,34,3,1,3,16,0,22,8,11,17,5,11,2,2,0,2
Herman Melville,White Jacket,0,0,11,1,10,54,9,0,10,9,489,302,6.27112676056338,28,4,50,2,0,69,50,0,2,0,3,58,39,36,1,0,12,16,9,26,0,0,4,12,0,15,23,15,11,3,3,4,5,0,2
Herman Melville,White Jacket,0,1,8,0,0,52,12,0,17,10,516,307,5.896057347670251,24,3,55,0,0,79,49,2,0,0,7,55,38,40,0,1,2,18,14,22,1,1,4,5,0,11,23,10,18,12,4,5,2,1,1
Herman Melville,White Jacket,0,0,3,1,3,52,2,0,15,16,535,311,5.7839721254355405,23,10,63,0,0,74,45,0,4,0,7,85,32,15,1,0,4,26,14,20,1,1,1,15,0,18,26,14,9,4,5,1,3,1,2
Herman Melville,White Jacket,0,1,8,0,3,57,1,0,14,12,521,290,6.037037037037037,19,3,54,2,0,85,39,2,1,0,5,88,26,19,0,1,5,25,14,35,0,1,4,8,1,12,23,13,13,4,9,1,2,0,3
